001	1945-01-01	ДА
001	1945-01-01	ДА	ЛФ
001	1945-01-01	ДА	ЛФ	8 армия
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	5 кабр
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	129 кап
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	1 гв. адп 
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	30 минбр
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	110 минп
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	28 гв. мп
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	205 зенап
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	402 зенап
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	430 зенап
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	442 зенап
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	1047 сап
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	62 одн брп
006	1945-01-01	ДА	2 ПрибФ	1 ударная армия	49 исбр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	7 гв. ск
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	7 гв. сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	8 гв. сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	119 гв. сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	15 гв. ск 
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	29 гв. сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	30 гв. сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	85 гв. сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	19 гв. ск 
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	22 гв. сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	56 гв. сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	65 гв. сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	198 сд
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	6 гв. адп 
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	29 гв. пабр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	87 тгабр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	119 габр БМ
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	27 ад 
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	78 лабр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	74 габр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	19 гв. пабр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	395 гап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	827 гап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	48 иптабр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	13 минбр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	10 гв. мбр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	14 гв. мбр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	60 гв. мп
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	85 гв. мп
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	93 гв. мп
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	715 зенап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	718 зенап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	721 зенап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	2013 зенап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	36 зенад 
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	1385 зенап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	1391 зенап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	1397 зенап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	1399 зенап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	386 озадн
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	467 озадн
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	78 тбр
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	31 гв. отп
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	1199 сап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	1900 сап
007	1945-01-01	ДА	2 ПрибФ	10 гвардейская армия	13 исбр
008	1945-01-01	ДА	2 ПрибФ	22 армия
008	1945-01-01	ДА	2 ПрибФ	22 армия	93 ск
008	1945-01-01	ДА	2 ПрибФ	22 армия	219 сд
008	1945-01-01	ДА	2 ПрибФ	22 армия	391 сд
008	1945-01-01	ДА	2 ПрибФ	22 армия	100 ск 
008	1945-01-01	ДА	2 ПрибФ	22 армия	21 гв.
008	1945-01-01	ДА	2 ПрибФ	22 армия	37 сд
008	1945-01-01	ДА	2 ПрибФ	22 армия	130 ск 
008	1945-01-01	ДА	2 ПрибФ	22 армия	43 гв.
008	1945-01-01	ДА	2 ПрибФ	22 армия	168 сд
008	1945-01-01	ДА	2 ПрибФ	22 армия	28 адп 
008	1945-01-01	ДА	2 ПрибФ	22 армия	188 лабр
008	1945-01-01	ДА	2 ПрибФ	22 армия	196 тгабр
008	1945-01-01	ДА	2 ПрибФ	22 армия	39 гв. мбр
008	1945-01-01	ДА	2 ПрибФ	22 армия	36 минбр
008	1945-01-01	ДА	2 ПрибФ	22 армия	36 гв. пабр
008	1945-01-01	ДА	2 ПрибФ	22 армия	561 минп
008	1945-01-01	ДА	2 ПрибФ	22 армия	508 зенап
008	1945-01-01	ДА	2 ПрибФ	22 армия	708 зенап
008	1945-01-01	ДА	2 ПрибФ	22 армия	710 зенап
008	1945-01-01	ДА	2 ПрибФ	22 армия	1274 зенап
008	1945-01-01	ДА	2 ПрибФ	22 армия	397 озадн
008	1945-01-01	ДА	2 ПрибФ	22 армия	312 гв.
008	1945-01-01	ДА	2 ПрибФ	22 армия	57 одн брп
008	1945-01-01	ДА	2 ПрибФ	22 армия	26 исбр
008	1945-01-01	ДА	2 ПрибФ	22 армия	206 орро
009	1945-01-01	ДА	2 ПрибФ	42 армия
009	1945-01-01	ДА	2 ПрибФ	42 армия	14 гв. ск
009	1945-01-01	ДА	2 ПрибФ	42 армия	11 сд
009	1945-01-01	ДА	2 ПрибФ	42 армия	48 сд
009	1945-01-01	ДА	2 ПрибФ	42 армия	123 сд
009	1945-01-01	ДА	2 ПрибФ	42 армия	110 ск 
009	1945-01-01	ДА	2 ПрибФ	42 армия	256 сд
009	1945-01-01	ДА	2 ПрибФ	42 армия	268 сд
009	1945-01-01	ДА	2 ПрибФ	42 армия	123 ск 
009	1945-01-01	ДА	2 ПрибФ	42 армия	43 сд
009	1945-01-01	ДА	2 ПрибФ	42 армия	288 сд
009	1945-01-01	ДА	2 ПрибФ	42 армия	141 пабр
009	1945-01-01	ДА	2 ПрибФ	42 армия	21 гв. мбр
009	1945-01-01	ДА	2 ПрибФ	42 армия	320 гв. мп
009	1945-01-01	ДА	2 ПрибФ	42 армия	42 зенад 
009	1945-01-01	ДА	2 ПрибФ	42 армия	620 зенап
009	1945-01-01	ДА	2 ПрибФ	42 армия	709 зенап
009	1945-01-01	ДА	2 ПрибФ	42 армия	714 зенап
009	1945-01-01	ДА	2 ПрибФ	42 армия	729 зенап
009	1945-01-01	ДА	2 ПрибФ	42 армия	64 гв. озадн
009	1945-01-01	ДА	2 ПрибФ	42 армия	1811 сап
009	1945-01-01	ДА	2 ПрибФ	42 армия	24 исбр
010	1945-01-01	ДА	2 ПрибФ	15 воздушная армия
010	1945-01-01	ДА	2 ПрибФ	15 воздушная армия	14 иак
010	1945-01-01	ДА	2 ПрибФ	15 воздушная армия	185 иад
010	1945-01-01	ДА	2 ПрибФ	15 воздушная армия	315 иад
010	1945-01-01	ДА	2 ПрибФ	15 воздушная армия	214 шад
010	1945-01-01	ДА	2 ПрибФ	15 воздушная армия	225 шад
010	1945-01-01	ДА	2 ПрибФ	15 воздушная армия	305 шад
010	1945-01-01	ДА	2 ПрибФ	15 воздушная армия	313 нбад
010	1945-01-01	ДА	2 ПрибФ	15 воздушная армия	187 крап
011	1945-01-01	ДА	2 ПрибФ	19 тк
011	1945-01-01	ДА	2 ПрибФ	79 тбр
011	1945-01-01	ДА	2 ПрибФ	101 тбр
011	1945-01-01	ДА	2 ПрибФ	102 тбр
011	1945-01-01	ДА	2 ПрибФ	8 гв. тп
011	1945-01-01	ДА	2 ПрибФ	1452 сап
011	1945-01-01	ДА	2 ПрибФ	179 минп
011	1945-01-01	ДА	2 ПрибФ	1717 зенап
011	1945-01-01	ДА	2 ПрибФ	134 озенбрп
011	1945-01-01	ДА	2 ПрибФ	1003 санап
011	1945-01-01	ДА	2 ПрибФ	8 мибр
011	1945-01-01	ДА	2 ПрибФ	36 оибми
011	1945-01-01	ДА	2 ПрибФ	75 оибми
011	1945-01-01	ДА	2 ПрибФ	56 мпмб
011	1945-01-01	ДА	2 ПрибФ	88 мпмб
011	1945-01-01	ДА	2 ПрибФ	94 мпмб
011	1945-01-01	ДА	2 ПрибФ	42 ооб
012	1945-01-01	ДА	1 ПрибФ
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	2 гв. ск
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	71 гв.
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	22 гв. ск 
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	46 гв. сд
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	90 гв. сд
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	23 гв. ск 
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	51 гв. сд
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	67 гв. сд
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	9 гв.
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	270 сд
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	20 адп 
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	34 лабр
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	102 габр БМ
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	4 пабр
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	27 гв. пабр
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	376 гап
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	45 иптабр
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	26 гв. мп
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	39 гв. мп
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	39 зенад 
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	1406 зенап
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	1410 зенап
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	1414 зенап
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	1526 зенап
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	1714 зенап
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	143 тбр
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	105 отп
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	5 шисбр
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	44 ооб
012	1945-01-01	ДА	1 ПрибФ	6 гвардейская армия	178 орро
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1 ск
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	145 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	306 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	357 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	14 ск 
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	16 лит.
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	378 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	83 ск 
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	119 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	239 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	360 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	84 ск 
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	47 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	164 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	332 сд
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	21 адп 
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	55 габр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	94 тгабр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	25 минбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	8 пад 
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	26 гв. пабр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	28 гв. пабр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	138 пабр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	93 тгабр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1224 гап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	20 адп 
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	20 минбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	31 минбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	556 минп
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	17 гв. мбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	20 гв. мбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	26 гв. мбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	2 гв. мп
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	34 гв. мп
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	49 гв. мп
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1069 зенап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1086 зенап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1113 зенап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1117 зенап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	46 зенад 
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	617 зенап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	618 зенап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	717 зенап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1624 зенап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	3 гв. мк 
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	7 гв. мехбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	8 гв. мехбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	9 гв. мехбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	380 гв. тсап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1823 сап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	334 гв. мдн
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1705 зенап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	34 гв. тбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	39 гв. тбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	335 гв. тсап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	336 гв. тсап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	346 гв. тсап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1022 сап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	1051 сап
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	47 отд. огнем. тп
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	10 шисбр 
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	119 инж. отп
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	2 исбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	21 мшисбр
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	12 ооб
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	35 ооб
013	1945-01-01	ДА	1 ПрибФ	4 ударная армия	45 ооб
014	1945-01-01	ДА	1 ПрибФ	43 армия
014	1945-01-01	ДА	1 ПрибФ	43 армия	19 ск
014	1945-01-01	ДА	1 ПрибФ	43 армия	32 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	70 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	344 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	54 ск 
014	1945-01-01	ДА	1 ПрибФ	43 армия	126 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	263 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	90 ск 
014	1945-01-01	ДА	1 ПрибФ	43 армия	26 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	182 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	92 ск 
014	1945-01-01	ДА	1 ПрибФ	43 армия	156 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	179 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	235 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	103 ск 
014	1945-01-01	ДА	1 ПрибФ	43 армия	115 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	319 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	325 сд
014	1945-01-01	ДА	1 ПрибФ	43 армия	37 гв. пабр
014	1945-01-01	ДА	1 ПрибФ	43 армия	53 пабр
014	1945-01-01	ДА	1 ПрибФ	43 армия	21 адп 
014	1945-01-01	ДА	1 ПрибФ	43 армия	66 лабр
014	1945-01-01	ДА	1 ПрибФ	43 армия	759 иптап
014	1945-01-01	ДА	1 ПрибФ	43 армия	25 минбр 
014	1945-01-01	ДА	1 ПрибФ	43 армия	249 минп
014	1945-01-01	ДА	1 ПрибФ	43 армия	22 гв. мп
014	1945-01-01	ДА	1 ПрибФ	43 армия	1982 зенап
014	1945-01-01	ДА	1 ПрибФ	43 армия	1986 зенап
014	1945-01-01	ДА	1 ПрибФ	43 армия	1990 зенап
014	1945-01-01	ДА	1 ПрибФ	43 армия	1994 зенап
014	1945-01-01	ДА	1 ПрибФ	43 армия	10 гв. тбр
014	1945-01-01	ДА	1 ПрибФ	43 армия	1203 сап
014	1945-01-01	ДА	1 ПрибФ	43 армия	1491 сап
014	1945-01-01	ДА	1 ПрибФ	43 армия	44 одн брп
014	1945-01-01	ДА	1 ПрибФ	43 армия	60 одн брп
014	1945-01-01	ДА	1 ПрибФ	43 армия	28 исбр
015	1945-01-01	ДА	1 ПрибФ	51 армия
015	1945-01-01	ДА	1 ПрибФ	51 армия	1 гв. ск
015	1945-01-01	ДА	1 ПрибФ	51 армия	204 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	257 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	267 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	346 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	10 ск 
015	1945-01-01	ДА	1 ПрибФ	51 армия	91 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	279 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	347 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	63 ск 
015	1945-01-01	ДА	1 ПрибФ	51 армия	77 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	87 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	417 сд
015	1945-01-01	ДА	1 ПрибФ	51 армия	151 пабр
015	1945-01-01	ДА	1 ПрибФ	51 армия	283 гап
015	1945-01-01	ДА	1 ПрибФ	51 армия	36 иптабр
015	1945-01-01	ДА	1 ПрибФ	51 армия	125 минп
015	1945-01-01	ДА	1 ПрибФ	51 армия	17 зенад 
015	1945-01-01	ДА	1 ПрибФ	51 армия	1267 зенап
