001	1945-03-01	ДА
001	1945-03-01	ДА	ЛФ
001	1945-03-01	ДА	ЛФ	8 армия
003	1945-03-01	ДА	ЛФ	67 армия	634 зенап
003	1945-03-01	ДА	ЛФ	67 армия	72 озадн
003	1945-03-01	ДА	ЛФ	67 армия	166 озадн
003	1945-03-01	ДА	ЛФ	67 армия	23 исбр
004	1945-03-01	ДА	ЛФ	13 воздушная армия
004	1945-03-01	ДА	ЛФ	13 воздушная армия	1583 зенап
004	1945-03-01	ДА	ЛФ	13 воздушная армия	1674 зенап
004	1945-03-01	ДА	ЛФ	13 воздушная армия	281 шад
004	1945-03-01	ДА	ЛФ	13 воздушная армия	13 рап
004	1945-03-01	ДА	ЛФ	13 воздушная армия	199 апс
005	1945-03-01	ДА	ЛФ	22 УР
005	1945-03-01	ДА	ЛФ	785 зенап
005	1945-03-01	ДА	ЛФ	73 озадн
005	1945-03-01	ДА	ЛФ	92 озадн
005	1945-03-01	ДА	ЛФ	3 оабрб
005	1945-03-01	ДА	ЛФ	2 мибр
005	1945-03-01	ДА	ЛФ	92 мпмб
006	1945-03-01	ДА	2 ПрибФ
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	112 ск
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	123 сд
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	377 сд
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	119 ск 
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	44 сд
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	360 сд
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	374 сд
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	123 ск 
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	21 гв.
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	376 сд
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	155 УР
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	137 пабр
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	129 кап
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	110 минп
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	28 гв. мп
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	1385 зенап
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	1391 зенап
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	1397 зенап
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	1399 зенап
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	12 озадн
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	221 отп
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	56 одн брп
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	57 одн брп
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	62 одн брп
006	1945-03-01	ДА	2 ПрибФ	1 ударная армия	49 исбр
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	19 ск
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	32 сд
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	92 ск 
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	156 сд
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	179 сд
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	257 сд
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	138 пабр
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	556 минп
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	73 зенад 
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	205 зенап
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	402 зенап
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	430 зенап
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	442 зенап
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	1624 зенап
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	272 омб ОСНАЗ
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	2 исбр
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	21 мшисбр
007	1945-03-01	ДА	2 ПрибФ	4 ударная армия	12 ооб
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	2 гв. ск
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	9 гв.
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	71 гв.
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	23 гв. ск 
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	51 гв.
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	67 гв.
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	30 гв. ск 
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	45 гв. сд
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	63 гв. сд
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	64 гв. сд
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	20 адп 
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	34 лабр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	60 габр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	93 тгабр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	8 пад 
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	26 гв. пабр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	27 гв. пабр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	4 пабр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	496 иптап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	28 адп 
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	50 тминбр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	295 минп
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	20 гв. мбр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	26 гв. мбр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	2 гв. мп
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	26 гв. мп
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	27 гв. мп
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	34 гв. мп
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	39 гв. мп
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	715 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	718 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	721 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	2013 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	39 зенад 
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	1406 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	1410 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	1414 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	1525 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	1487 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	19 тк 
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	79 тбр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	101 тбр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	202 тбр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	8 гв. тп
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	867 сап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	1452 сап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	179 минп
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	1717 зенап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	335 гв. тсап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	336 гв. тсап
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	5 шисбр
008	1945-03-01	ДА	2 ПрибФ	6 гвардейская армия	44 ооб
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	7 гв. ск
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	7 гв. сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	8 гв. сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	119 гв. сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	15 гв. ск 
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	29 гв. сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	30 гв. сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	85 гв. сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	19 гв. ск 
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	22 гв. сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	56 гв. сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	65 гв. сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	22 гв. ск 
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	46 гв.
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	270 сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	84 ск 
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	16 лит.
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	164 сд
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	6 гв. адп 
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	69 лабр
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	134 габр
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	87 тгабр
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	19 гв. пабр
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	758 иптап
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	274 минп
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	17 гв. мбр
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	85 гв. мп
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	90 гв. мп
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	34 гв. тбр
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	1052 сап
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	13 исбр
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	54 мпмб
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	56 мпмб
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	58 мпмб
009	1945-03-01	ДА	2 ПрибФ	10 гвардейская армия	42 ооб
010	1945-03-01	ДА	2 ПрибФ	22 армия
010	1945-03-01	ДА	2 ПрибФ	22 армия	14 гв. ск
010	1945-03-01	ДА	2 ПрибФ	22 армия	43 сд
010	1945-03-01	ДА	2 ПрибФ	22 армия	48 сд
010	1945-03-01	ДА	2 ПрибФ	22 армия	288 сд
010	1945-03-01	ДА	2 ПрибФ	22 армия	100 ск 
010	1945-03-01	ДА	2 ПрибФ	22 армия	11 сд
010	1945-03-01	ДА	2 ПрибФ	22 армия	28 сд
010	1945-03-01	ДА	2 ПрибФ	22 армия	219 сд
010	1945-03-01	ДА	2 ПрибФ	22 армия	130 лат. ск 
010	1945-03-01	ДА	2 ПрибФ	22 армия	43 гв.
010	1945-03-01	ДА	2 ПрибФ	22 армия	201 сд
010	1945-03-01	ДА	2 ПрибФ	22 армия	36 гв. пабр
010	1945-03-01	ДА	2 ПрибФ	22 армия	1040 иптап
010	1945-03-01	ДА	2 ПрибФ	22 армия	44 зенад 
010	1945-03-01	ДА	2 ПрибФ	22 армия	508 зенап
010	1945-03-01	ДА	2 ПрибФ	22 армия	708 зенап
010	1945-03-01	ДА	2 ПрибФ	22 армия	710 зенап
010	1945-03-01	ДА	2 ПрибФ	22 армия	1274 зенап
010	1945-03-01	ДА	2 ПрибФ	22 армия	397 озадн
010	1945-03-01	ДА	2 ПрибФ	22 армия	31 гв. тпп
010	1945-03-01	ДА	2 ПрибФ	22 армия	285 омб ОСНАЗ
010	1945-03-01	ДА	2 ПрибФ	22 армия	21 мшисбр
010	1945-03-01	ДА	2 ПрибФ	22 армия	45 ооб
011	1945-03-01	ДА	2 ПрибФ	42 армия
011	1945-03-01	ДА	2 ПрибФ	42 армия	83 ск
011	1945-03-01	ДА	2 ПрибФ	42 армия	119 сд
011	1945-03-01	ДА	2 ПрибФ	42 армия	198 сд
011	1945-03-01	ДА	2 ПрибФ	42 армия	110 ск 
011	1945-03-01	ДА	2 ПрибФ	42 армия	168 сд
011	1945-03-01	ДА	2 ПрибФ	42 армия	256 сд
011	1945-03-01	ДА	2 ПрибФ	42 армия	268 сд
011	1945-03-01	ДА	2 ПрибФ	42 армия	141 пабр
011	1945-03-01	ДА	2 ПрибФ	42 армия	122 минп
011	1945-03-01	ДА	2 ПрибФ	42 армия	42 зенад 
011	1945-03-01	ДА	2 ПрибФ	42 армия	620 зенап
011	1945-03-01	ДА	2 ПрибФ	42 армия	709 зенап
011	1945-03-01	ДА	2 ПрибФ	42 армия	714 зенап
011	1945-03-01	ДА	2 ПрибФ	42 армия	729 зенап
011	1945-03-01	ДА	2 ПрибФ	42 армия	24 исбр
012	1945-03-01	ДА	2 ПрибФ	51 армия
012	1945-03-01	ДА	2 ПрибФ	51 армия	1 гв. ск
012	1945-03-01	ДА	2 ПрибФ	51 армия	53 гв.
012	1945-03-01	ДА	2 ПрибФ	51 армия	267 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	1 ск 
012	1945-03-01	ДА	2 ПрибФ	51 армия	306 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	344 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	357 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	10 ск 
012	1945-03-01	ДА	2 ПрибФ	51 армия	91 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	279 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	347 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	63 ск 
012	1945-03-01	ДА	2 ПрибФ	51 армия	77 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	87 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	417 сд
012	1945-03-01	ДА	2 ПрибФ	51 армия	21 адп 
012	1945-03-01	ДА	2 ПрибФ	51 армия	66 лабр
012	1945-03-01	ДА	2 ПрибФ	51 армия	55 габр
012	1945-03-01	ДА	2 ПрибФ	51 армия	94 тгабр
012	1945-03-01	ДА	2 ПрибФ	51 армия	28 адп 
012	1945-03-01	ДА	2 ПрибФ	51 армия	188 лабр
012	1945-03-01	ДА	2 ПрибФ	51 армия	165 габр БМ
012	1945-03-01	ДА	2 ПрибФ	51 армия	39 гв. мбр
012	1945-03-01	ДА	2 ПрибФ	51 армия	8 пад 
012	1945-03-01	ДА	2 ПрибФ	51 армия	28 гв. пабр
012	1945-03-01	ДА	2 ПрибФ	51 армия	151 пабр
012	1945-03-01	ДА	2 ПрибФ	51 армия	827 гап
012	1945-03-01	ДА	2 ПрибФ	51 армия	125 минп
012	1945-03-01	ДА	2 ПрибФ	51 армия	408 минп
012	1945-03-01	ДА	2 ПрибФ	51 армия	49 гв. мп
012	1945-03-01	ДА	2 ПрибФ	51 армия	99 гв. мп
012	1945-03-01	ДА	2 ПрибФ	51 армия	320 гв. мп
012	1945-03-01	ДА	2 ПрибФ	51 армия	1267 зенап
012	1945-03-01	ДА	2 ПрибФ	51 армия	1276 зенап
012	1945-03-01	ДА	2 ПрибФ	51 армия	1279 зенап
012	1945-03-01	ДА	2 ПрибФ	51 армия	2014 зенап
012	1945-03-01	ДА	2 ПрибФ	51 армия	46 зенад 
012	1945-03-01	ДА	2 ПрибФ	51 армия	617 зенап
012	1945-03-01	ДА	2 ПрибФ	51 армия	618 зенап
012	1945-03-01	ДА	2 ПрибФ	51 армия	717 зенап
012	1945-03-01	ДА	2 ПрибФ	51 армия	39 гв. тбр
012	1945-03-01	ДА	2 ПрибФ	51 армия	377 гв. тсап
012	1945-03-01	ДА	2 ПрибФ	51 армия	1102 сап
012	1945-03-01	ДА	2 ПрибФ	51 армия	1489 сап
012	1945-03-01	ДА	2 ПрибФ	51 армия	1492 сап
012	1945-03-01	ДА	2 ПрибФ	51 армия	10 шисбр
012	1945-03-01	ДА	2 ПрибФ	51 армия	35 ооб
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	5 гв. бак
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	4 гв. бад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	5 гв. бад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	7 шак 
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	206 шад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	289 шад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	1 гв. иак 
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	3 гв. иад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	4 гв. иад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	14 иак 
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	185 иад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	315 иад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	284 нбад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	313 нбад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	225 шад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	305 шад
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	99 гв. рап
013	1945-03-01	ДА	2 ПрибФ	15 воздушная армия	699 трап
014	1945-03-01	ДА	2 ПрибФ	8 эст. ск
014	1945-03-01	ДА	2 ПрибФ	7 эст. сд
014	1945-03-01	ДА	2 ПрибФ	249 эст. сд
014	1945-03-01	ДА	2 ПрибФ	14 ск 
014	1945-03-01	ДА	2 ПрибФ	90 гв.
014	1945-03-01	ДА	2 ПрибФ	158 сд
014	1945-03-01	ДА	2 ПрибФ	346 сд
014	1945-03-01	ДА	2 ПрибФ	378 сд
014	1945-03-01	ДА	2 ПрибФ	122 ск 
014	1945-03-01	ДА	2 ПрибФ	56 сд
014	1945-03-01	ДА	2 ПрибФ	85 сд
014	1945-03-01	ДА	2 ПрибФ	27 ад 
014	1945-03-01	ДА	2 ПрибФ	78 лабр
014	1945-03-01	ДА	2 ПрибФ	76 пабр
014	1945-03-01	ДА	2 ПрибФ	196 тгабр 
014	1945-03-01	ДА	2 ПрибФ	28 адп
014	1945-03-01	ДА	2 ПрибФ	14 гв. мбр
014	1945-03-01	ДА	2 ПрибФ	72 гв. мп
014	1945-03-01	ДА	2 ПрибФ	93 гв. мп
014	1945-03-01	ДА	2 ПрибФ	46 зенад
014	1945-03-01	ДА	2 ПрибФ	243 зенап
014	1945-03-01	ДА	2 ПрибФ	601 зенап
014	1945-03-01	ДА	2 ПрибФ	1477 зенап
014	1945-03-01	ДА	2 ПрибФ	1623 зенап
014	1945-03-01	ДА	2 ПрибФ	1625 зенап
014	1945-03-01	ДА	2 ПрибФ	1714 зенап
014	1945-03-01	ДА	2 ПрибФ	64 гв.
014	1945-03-01	ДА	2 ПрибФ	183 озадн
014	1945-03-01	ДА	2 ПрибФ	221 озадн
014	1945-03-01	ДА	2 ПрибФ	239 озадн
014	1945-03-01	ДА	2 ПрибФ	242 озадн
014	1945-03-01	ДА	2 ПрибФ	386 озадн
014	1945-03-01	ДА	2 ПрибФ	467 озадн
014	1945-03-01	ДА	2 ПрибФ	622 озадн
014	1945-03-01	ДА	2 ПрибФ	3 гв. мк 
014	1945-03-01	ДА	2 ПрибФ	7 гв. мехбр
014	1945-03-01	ДА	2 ПрибФ	8 гв. мехбр
014	1945-03-01	ДА	2 ПрибФ	9 гв. мехбр
014	1945-03-01	ДА	2 ПрибФ	64 гв. ттп
014	1945-03-01	ДА	2 ПрибФ	1510 сап
014	1945-03-01	ДА	2 ПрибФ	1823 сап
014	1945-03-01	ДА	2 ПрибФ	743 оиптдн
014	1945-03-01	ДА	2 ПрибФ	334 гв. мдн
014	1945-03-01	ДА	2 ПрибФ	3 гв. тп
014	1945-03-01	ДА	2 ПрибФ	27 гв. тп
014	1945-03-01	ДА	2 ПрибФ	346 гв. тсап
014	1945-03-01	ДА	2 ПрибФ	133 озенбрп
014	1945-03-01	ДА	2 ПрибФ	134 озенбрп
014	1945-03-01	ДА	2 ПрибФ	1003 санап
014	1945-03-01	ДА	2 ПрибФ	8 мибр
014	1945-03-01	ДА	2 ПрибФ	88 мпмб
014	1945-03-01	ДА	2 ПрибФ	75 оибми
015	1945-03-01	ДА	3 БФ
015	1945-03-01	ДА	3 БФ	2 гвардейская армия
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	11 гв. ск
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	2 гв. сд
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	3 гв. сд
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	32 гв. сд
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	60 ск 
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	154 сд
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	251 сд
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	334 сд
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	150 пабр
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	483 минп
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	1490 сап
015	1945-03-01	ДА	3 БФ	2 гвардейская армия	30 исбр
016	1945-03-01	ДА	3 БФ	3 армия
016	1945-03-01	ДА	3 БФ	3 армия	35 ск
016	1945-03-01	ДА	3 БФ	3 армия	250 сд
016	1945-03-01	ДА	3 БФ	3 армия	290 сд
016	1945-03-01	ДА	3 БФ	3 армия	348 сд
016	1945-03-01	ДА	3 БФ	3 армия	40 ск 
016	1945-03-01	ДА	3 БФ	3 армия	5 сд
016	1945-03-01	ДА	3 БФ	3 армия	129 сд
016	1945-03-01	ДА	3 БФ	3 армия	169 сд
016	1945-03-01	ДА	3 БФ	3 армия	41 ск 
016	1945-03-01	ДА	3 БФ	3 армия	120 гв.
016	1945-03-01	ДА	3 БФ	3 армия	283 сд
016	1945-03-01	ДА	3 БФ	3 армия	124 ск 
016	1945-03-01	ДА	3 БФ	3 армия	51 сд
016	1945-03-01	ДА	3 БФ	3 армия	208 сд
016	1945-03-01	ДА	3 БФ	3 армия	216 сд
016	1945-03-01	ДА	3 БФ	3 армия	44 пабр
016	1945-03-01	ДА	3 БФ	3 армия	56 гап
016	1945-03-01	ДА	3 БФ	3 армия	29 тминбр
016	1945-03-01	ДА	3 БФ	3 армия	42 гв. мп
016	1945-03-01	ДА	3 БФ	3 армия	100 гв. мп
016	1945-03-01	ДА	3 БФ	3 армия	1379 зенап
016	1945-03-01	ДА	3 БФ	3 армия	1383 зенап
016	1945-03-01	ДА	3 БФ	3 армия	1389 зенап
016	1945-03-01	ДА	3 БФ	3 армия	1395 зенап
016	1945-03-01	ДА	3 БФ	3 армия	66 гв. ттп
016	1945-03-01	ДА	3 БФ	3 армия	260 гв. ттп
016	1945-03-01	ДА	3 БФ	3 армия	1050 сап
016	1945-03-01	ДА	3 БФ	3 армия	1294 сап
016	1945-03-01	ДА	3 БФ	3 армия	1812 сап
016	1945-03-01	ДА	3 БФ	3 армия	1888 сап
016	1945-03-01	ДА	3 БФ	3 армия	1901 сап
016	1945-03-01	ДА	3 БФ	3 армия	10 исбр
