001	1945-02-01	ДА
001	1945-02-01	ДА	ЛФ
001	1945-02-01	ДА	ЛФ	8 армия
003	1945-02-01	ДА	ЛФ	67 армия	72 опаб
003	1945-02-01	ДА	ЛФ	67 армия	7 пабр
003	1945-02-01	ДА	ЛФ	67 армия	690 иптап
003	1945-02-01	ДА	ЛФ	67 армия	40 гв. мп
003	1945-02-01	ДА	ЛФ	67 армия	1377 зенап
003	1945-02-01	ДА	ЛФ	67 армия	1387 зенап
003	1945-02-01	ДА	ЛФ	67 армия	1393 зенап
003	1945-02-01	ДА	ЛФ	67 армия	1413 зенап
003	1945-02-01	ДА	ЛФ	67 армия	41 зенад 
003	1945-02-01	ДА	ЛФ	67 армия	244 зенап
003	1945-02-01	ДА	ЛФ	67 армия	245 зенап
003	1945-02-01	ДА	ЛФ	67 армия	463 зенап
003	1945-02-01	ДА	ЛФ	67 армия	634 зенап
003	1945-02-01	ДА	ЛФ	67 армия	45 зенад 
003	1945-02-01	ДА	ЛФ	67 армия	707 зенап
003	1945-02-01	ДА	ЛФ	67 армия	737 зенап
003	1945-02-01	ДА	ЛФ	67 армия	1465 зенап
003	1945-02-01	ДА	ЛФ	67 армия	1466 зенап
003	1945-02-01	ДА	ЛФ	67 армия	72 озадн
003	1945-02-01	ДА	ЛФ	67 армия	116 озадн
003	1945-02-01	ДА	ЛФ	67 армия	221 отп
003	1945-02-01	ДА	ЛФ	67 армия	23 исбр
004	1945-02-01	ДА	ЛФ	13 воздушная армия
004	1945-02-01	ДА	ЛФ	13 воздушная армия	1583 зенап
004	1945-02-01	ДА	ЛФ	13 воздушная армия	1674 зенап
004	1945-02-01	ДА	ЛФ	13 воздушная армия	281 шад
004	1945-02-01	ДА	ЛФ	13 воздушная армия	13 рап
004	1945-02-01	ДА	ЛФ	13 воздушная армия	199 апс
004	1945-02-01	ДА	ЛФ	13 воздушная армия	87 нбаэ
005	1945-02-01	ДА	ЛФ	22 УР
005	1945-02-01	ДА	ЛФ	328 оадн
005	1945-02-01	ДА	ЛФ	329 оадн
005	1945-02-01	ДА	ЛФ	330 оадн
005	1945-02-01	ДА	ЛФ	785 зенап
005	1945-02-01	ДА	ЛФ	73 озадн
005	1945-02-01	ДА	ЛФ	92 озадн
005	1945-02-01	ДА	ЛФ	3 оабрб
005	1945-02-01	ДА	ЛФ	3 мибр
005	1945-02-01	ДА	ЛФ	34 мпмб
005	1945-02-01	ДА	ЛФ	92 мпмб
006	1945-02-01	ДА	2 ПрибФ
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	112 ск
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	377 сд
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	119 ск 
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	44 сд
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	374 сд
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	376 сд
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	53 гв.
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	155 УР
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	137 пабр
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	1186 иптап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	12 гв. мбр
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	36 зенад 
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	1385 зенап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	1391 зенап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	1397 зенап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	1399 зенап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	73 зенад 
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	205 зенап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	402 зенап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	430 зенап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	442 зенап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	1047 сап
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	62 одн брп
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	49 исбр
006	1945-02-01	ДА	2 ПрибФ	1 ударная армия	94 мпмб
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	7 гв. ск
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	7 гв. сд
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	8 гв. сд
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	119 гв. сд
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	15 гв. ск 
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	29 гв. сд
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	30 гв. сд
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	85 гв. сд
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	19 гв. ск 
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	22 гв. сд
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	56 гв. сд
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	65 гв. сд
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	6 гв. адп 
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	69 лабр
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	87 тгабр
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	119 габр БМ
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	19 гв. пабр
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	827 гап
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	758 иптап
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	274 минп
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	14 гв. мбр
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	60 гв. мп
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	85 гв. мп
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	90 гв. мп
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	715 зенап
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	718 зенап
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	721 зенап
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	2013 зенап
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	386 озадн
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	78 тбр
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	31 гв. тпп
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	1900 сап
007	1945-02-01	ДА	2 ПрибФ	10 гвардейская армия	13 исбр
008	1945-02-01	ДА	2 ПрибФ	22 армия
008	1945-02-01	ДА	2 ПрибФ	22 армия	14 гв. ск
008	1945-02-01	ДА	2 ПрибФ	22 армия	43 сд
008	1945-02-01	ДА	2 ПрибФ	22 армия	48 сд
008	1945-02-01	ДА	2 ПрибФ	22 армия	288 сд
008	1945-02-01	ДА	2 ПрибФ	22 армия	93 ск 
008	1945-02-01	ДА	2 ПрибФ	22 армия	219 сд
008	1945-02-01	ДА	2 ПрибФ	22 армия	391 сд
008	1945-02-01	ДА	2 ПрибФ	22 армия	100 ск 
008	1945-02-01	ДА	2 ПрибФ	22 армия	21 гв.
008	1945-02-01	ДА	2 ПрибФ	22 армия	37 сд
008	1945-02-01	ДА	2 ПрибФ	22 армия	130 лат. ск 
008	1945-02-01	ДА	2 ПрибФ	22 армия	43 гв.
008	1945-02-01	ДА	2 ПрибФ	22 армия	118 УР
008	1945-02-01	ДА	2 ПрибФ	22 армия	28 адп 
008	1945-02-01	ДА	2 ПрибФ	22 армия	188 лабр
008	1945-02-01	ДА	2 ПрибФ	22 армия	165 габр БМ
008	1945-02-01	ДА	2 ПрибФ	22 армия	36 минбр
008	1945-02-01	ДА	2 ПрибФ	22 армия	39 гв. мбр
008	1945-02-01	ДА	2 ПрибФ	22 армия	36 гв. пабр
008	1945-02-01	ДА	2 ПрибФ	22 армия	1040 иптап
008	1945-02-01	ДА	2 ПрибФ	22 армия	44 зенад 
008	1945-02-01	ДА	2 ПрибФ	22 армия	508 зенап
008	1945-02-01	ДА	2 ПрибФ	22 армия	708 зенап
008	1945-02-01	ДА	2 ПрибФ	22 армия	710 зенап
008	1945-02-01	ДА	2 ПрибФ	22 армия	1274 зенап
008	1945-02-01	ДА	2 ПрибФ	22 армия	397 озадн
008	1945-02-01	ДА	2 ПрибФ	22 армия	1503 сап
008	1945-02-01	ДА	2 ПрибФ	22 армия	57 одн брп
008	1945-02-01	ДА	2 ПрибФ	22 армия	19 шисбр
008	1945-02-01	ДА	2 ПрибФ	22 армия	42 ооб
009	1945-02-01	ДА	2 ПрибФ	42 армия
009	1945-02-01	ДА	2 ПрибФ	42 армия	83 ск
009	1945-02-01	ДА	2 ПрибФ	42 армия	11 сд
009	1945-02-01	ДА	2 ПрибФ	42 армия	119 сд
009	1945-02-01	ДА	2 ПрибФ	42 армия	360 сд
009	1945-02-01	ДА	2 ПрибФ	42 армия	110 ск 
009	1945-02-01	ДА	2 ПрибФ	42 армия	168 сд
009	1945-02-01	ДА	2 ПрибФ	42 армия	256 сд
009	1945-02-01	ДА	2 ПрибФ	42 армия	268 сд
009	1945-02-01	ДА	2 ПрибФ	42 армия	123 ск 
009	1945-02-01	ДА	2 ПрибФ	42 армия	123 сд
009	1945-02-01	ДА	2 ПрибФ	42 армия	198 сд
009	1945-02-01	ДА	2 ПрибФ	42 армия	239 сд
009	1945-02-01	ДА	2 ПрибФ	42 армия	27 ад 
009	1945-02-01	ДА	2 ПрибФ	42 армия	74 габр
009	1945-02-01	ДА	2 ПрибФ	42 армия	78 лабр
009	1945-02-01	ДА	2 ПрибФ	42 армия	5 кабр
009	1945-02-01	ДА	2 ПрибФ	42 армия	48 иптабр
009	1945-02-01	ДА	2 ПрибФ	42 армия	122 минп
009	1945-02-01	ДА	2 ПрибФ	42 армия	310 гв. мп
009	1945-02-01	ДА	2 ПрибФ	42 армия	320 гв. мп
009	1945-02-01	ДА	2 ПрибФ	42 армия	620 зенап
009	1945-02-01	ДА	2 ПрибФ	42 армия	709 зенап
009	1945-02-01	ДА	2 ПрибФ	42 армия	714 зенап
009	1945-02-01	ДА	2 ПрибФ	42 армия	729 зенап
009	1945-02-01	ДА	2 ПрибФ	42 армия	346 гв. тсап
009	1945-02-01	ДА	2 ПрибФ	42 армия	24 исбр
009	1945-02-01	ДА	2 ПрибФ	42 армия	58 мпмб
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия	14 иак
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия	185 иад
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия	315 иад
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия	214 шад
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия	225 шад
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия	305 шад
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия	313 нбад
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия	187 крап
010	1945-02-01	ДА	2 ПрибФ	15 воздушная армия	97 ап ГВФ
011	1945-02-01	ДА	2 ПрибФ	13 минбр
011	1945-02-01	ДА	2 ПрибФ	474 минп
011	1945-02-01	ДА	2 ПрибФ	19 гв. мп
011	1945-02-01	ДА	2 ПрибФ	72 гв. мп
011	1945-02-01	ДА	2 ПрибФ	93 гв. мп
011	1945-02-01	ДА	2 ПрибФ	1477 зенап
011	1945-02-01	ДА	2 ПрибФ	64 гв.
011	1945-02-01	ДА	2 ПрибФ	29 озадн
011	1945-02-01	ДА	2 ПрибФ	239 озадн
011	1945-02-01	ДА	2 ПрибФ	242 озадн
011	1945-02-01	ДА	2 ПрибФ	467 озадн
011	1945-02-01	ДА	2 ПрибФ	19 тк 
011	1945-02-01	ДА	2 ПрибФ	79 тбр
011	1945-02-01	ДА	2 ПрибФ	101 тбр
011	1945-02-01	ДА	2 ПрибФ	202 тбр
011	1945-02-01	ДА	2 ПрибФ	8 гв. ттп
011	1945-02-01	ДА	2 ПрибФ	1452 сап
011	1945-02-01	ДА	2 ПрибФ	91 мцб
011	1945-02-01	ДА	2 ПрибФ	348 гв. мдн
011	1945-02-01	ДА	2 ПрибФ	134 озенбрп
011	1945-02-01	ДА	2 ПрибФ	1003 санап
011	1945-02-01	ДА	2 ПрибФ	8 мибр
011	1945-02-01	ДА	2 ПрибФ	88 мпмб
011	1945-02-01	ДА	2 ПрибФ	75 оибми
012	1945-02-01	ДА	1 ПрибФ
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	19 ск
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	32 сд
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	70 сд
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	344 сд
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	92 ск 
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	156 сд
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	179 сд
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	16 лит. сд
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	138 пабр
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	376 гап
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	408 минп
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	556 минп
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	2 зенад 
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	1069 зенап
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	1086 зенап
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	1113 зенап
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	1117 зенап
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	1056 сап
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	44 одн брп
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	2 исбр
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	12 ооб
012	1945-02-01	ДА	1 ПрибФ	4 ударная армия	45 ооб
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	2 гв. ск
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	9 гв. сд
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	71 гв. сд
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	22 гв. ск 
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	46 гв.
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	90 гв.
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	23 гв. ск 
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	51 гв.
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	67 гв.
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	270 сд
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	14 ск 
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	332 сд
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	378 сд
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	84 ск 
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	47 сд
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	158 сд
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	164 сд
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	20 адп 
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	34 лабр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	60 габр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	93 тгабр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	8 пад 
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	27 гв. пабр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	4 пабр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	45 иптабр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	31 минбр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	2 гв. мд 
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	20 гв. мбр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	26 гв. мбр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	2 гв. мп
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	26 гв. мп
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	34 гв. мп
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	39 гв. мп
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1406 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1410 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1414 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1526 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	46 зенад 
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	617 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	618 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	717 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	67 зенад 
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1982 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1986 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1990 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1994 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1714 зенап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	7 овпдаан
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	10 гв.
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	34 гв.
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	32 гв. ттп
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	333 гв. тсап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	335 гв. тсап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	336 гв. тсап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	1048 сап
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	5 шисбр
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	44 ооб
013	1945-02-01	ДА	1 ПрибФ	6 гвардейская армия	178 орро
014	1945-02-01	ДА	1 ПрибФ	51 армия
014	1945-02-01	ДА	1 ПрибФ	51 армия	1 гв. ск
014	1945-02-01	ДА	1 ПрибФ	51 армия	91 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	204 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	257 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	267 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	346 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	1 ск 
014	1945-02-01	ДА	1 ПрибФ	51 армия	145 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	306 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	357 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	10 ск 
014	1945-02-01	ДА	1 ПрибФ	51 армия	77 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	279 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	347 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	63 ск 
014	1945-02-01	ДА	1 ПрибФ	51 армия	87 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	417 сд
014	1945-02-01	ДА	1 ПрибФ	51 армия	8 пад 
014	1945-02-01	ДА	1 ПрибФ	51 армия	26 гв. пабр
014	1945-02-01	ДА	1 ПрибФ	51 армия	28 гв. пабр
014	1945-02-01	ДА	1 ПрибФ	51 армия	21 адп 
014	1945-02-01	ДА	1 ПрибФ	51 армия	66 лабр
014	1945-02-01	ДА	1 ПрибФ	51 армия	55 габр
014	1945-02-01	ДА	1 ПрибФ	51 армия	103 габр
014	1945-02-01	ДА	1 ПрибФ	51 армия	25 минбр
014	1945-02-01	ДА	1 ПрибФ	51 армия	151 пабр
014	1945-02-01	ДА	1 ПрибФ	51 армия	764 иптап
014	1945-02-01	ДА	1 ПрибФ	51 армия	2 гв. мд 
014	1945-02-01	ДА	1 ПрибФ	51 армия	17 гв. мбр
014	1945-02-01	ДА	1 ПрибФ	51 армия	49 гв. мп
014	1945-02-01	ДА	1 ПрибФ	51 армия	99 гв. мп
014	1945-02-01	ДА	1 ПрибФ	51 армия	1267 зенап
014	1945-02-01	ДА	1 ПрибФ	51 армия	1276 зенап
014	1945-02-01	ДА	1 ПрибФ	51 армия	1279 зенап
014	1945-02-01	ДА	1 ПрибФ	51 армия	2014 зенап
014	1945-02-01	ДА	1 ПрибФ	51 армия	77 гв. зенап
014	1945-02-01	ДА	1 ПрибФ	51 армия	39 гв. тбр
014	1945-02-01	ДА	1 ПрибФ	51 армия	15 гв. ттп
014	1945-02-01	ДА	1 ПрибФ	51 армия	47 отд. огнем. тп
014	1945-02-01	ДА	1 ПрибФ	51 армия	1052 сап
014	1945-02-01	ДА	1 ПрибФ	51 армия	1102 сап
014	1945-02-01	ДА	1 ПрибФ	51 армия	1489 сап
014	1945-02-01	ДА	1 ПрибФ	51 армия	1492 сап
014	1945-02-01	ДА	1 ПрибФ	51 армия	10 шисбр
014	1945-02-01	ДА	1 ПрибФ	51 армия	11 ооб
014	1945-02-01	ДА	1 ПрибФ	51 армия	519 ооб
014	1945-02-01	ДА	1 ПрибФ	51 армия	35 ооб
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	5 гв. бак
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	4 гв. бад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	5 гв. бад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	7 шак 
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	206 шад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	289 шад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	1 гв. иак 
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	3 гв. иад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	4 гв. иад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	11 иак 
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	5 гв.
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	326 бад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	334 бад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	211 шад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	335 шад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	336 иад
015	1945-02-01	ДА	1 ПрибФ	3 воздушная армия	368 иап
