001	1941-09-01	ДА
001	1941-09-01	ДА	СФ
001	1941-09-01	ДА	СФ	7 армия
004	1941-09-01	ДА	СФ	23 армия	142 сд
004	1941-09-01	ДА	СФ	23 армия	168 сд
004	1941-09-01	ДА	СФ	23 армия	43 сд
004	1941-09-01	ДА	СФ	23 армия	123 сд
004	1941-09-01	ДА	СФ	23 армия	71 сд
004	1941-09-01	ДА	СФ	23 армия	28 УР
004	1941-09-01	ДА	СФ	23 армия	24 кап
004	1941-09-01	ДА	СФ	23 армия	28 кап
004	1941-09-01	ДА	СФ	23 армия	577 гап РГК
004	1941-09-01	ДА	СФ	23 армия	27 озад
004	1941-09-01	ДА	СФ	23 армия	241 озад
004	1941-09-01	ДА	СФ	23 армия	485 озад
004	1941-09-01	ДА	СФ	23 армия	198 мд
004	1941-09-01	ДА	СФ	23 армия	5 сад
005	1941-09-01	ДА	СФ	Лужская опер. группа
005	1941-09-01	ДА	СФ	Лужская опер. группа	41 ск
005	1941-09-01	ДА	СФ	Лужская опер. группа	111 сд
005	1941-09-01	ДА	СФ	Лужская опер. группа	177 сд
005	1941-09-01	ДА	СФ	Лужская опер. группа	235 сд
005	1941-09-01	ДА	СФ	Лужская опер. группа	1 сп 
005	1941-09-01	ДА	СФ	Лужская опер. группа	3 сд НО
005	1941-09-01	ДА	СФ	Лужская опер. группа	262 опаб
005	1941-09-01	ДА	СФ	Лужская опер. группа	541 гап РГК
005	1941-09-01	ДА	СФ	Лужская опер. группа	24 тд
006	1941-09-01	ДА	СФ	Кингисеппский участок обороны
006	1941-09-01	ДА	СФ	Кингисеппский участок обороны	90 сд
006	1941-09-01	ДА	СФ	Кингисеппский участок обороны	191 сд
006	1941-09-01	ДА	СФ	Кингисеппский участок обороны	4 сд НО
006	1941-09-01	ДА	СФ	Кингисеппский участок обороны	21 УР
006	1941-09-01	ДА	СФ	Кингисеппский участок обороны	14 арт. бригада ПТО
006	1941-09-01	ДА	СФ	Кингисеппский участок обороны	94 ап ПТО
006	1941-09-01	ДА	СФ	Кингисеппский участок обороны	1 тд
007	1941-09-01	ДА	СФ	265 сд
007	1941-09-01	ДА	СФ	272 сд
007	1941-09-01	ДА	СФ	281 сд
007	1941-09-01	ДА	СФ	2 гв. сд НО
007	1941-09-01	ДА	СФ	3 гв. сд НО
007	1941-09-01	ДА	СФ	4 гв. сд НО
007	1941-09-01	ДА	СФ	22 Красногвардейский УР
007	1941-09-01	ДА	СФ	29 Красногвардейский УР
007	1941-09-01	ДА	СФ	2 корпус ПВО
007	1941-09-01	ДА	СФ	7 иак ПВО
007	1941-09-01	ДА	СФ	2 бад
007	1941-09-01	ДА	СФ	41 бад
008	1941-09-01	ДА	СЗФ
008	1941-09-01	ДА	СЗФ	11 армия
008	1941-09-01	ДА	СЗФ	11 армия	22 ск
008	1941-09-01	ДА	СЗФ	11 армия	180 сд
008	1941-09-01	ДА	СЗФ	11 армия	182 сд
008	1941-09-01	ДА	СЗФ	11 армия	254 сд
008	1941-09-01	ДА	СЗФ	11 армия	24 ск 
008	1941-09-01	ДА	СЗФ	11 армия	181 сд
008	1941-09-01	ДА	СЗФ	11 армия	183 сд
008	1941-09-01	ДА	СЗФ	11 армия	398 сп 
008	1941-09-01	ДА	СЗФ	11 армия	118 сд
008	1941-09-01	ДА	СЗФ	11 армия	21 мсп
008	1941-09-01	ДА	СЗФ	11 армия	28 мсп
008	1941-09-01	ДА	СЗФ	11 армия	264 кап
008	1941-09-01	ДА	СЗФ	11 армия	613 кап
008	1941-09-01	ДА	СЗФ	11 армия	614 кап
008	1941-09-01	ДА	СЗФ	11 армия	202 мд
008	1941-09-01	ДА	СЗФ	11 армия	163 мд
008	1941-09-01	ДА	СЗФ	11 армия	41 отб
009	1941-09-01	ДА	СЗФ	27 армия
009	1941-09-01	ДА	СЗФ	27 армия	65 ск
009	1941-09-01	ДА	СЗФ	27 армия	5 сд
009	1941-09-01	ДА	СЗФ	27 армия	23 сд
009	1941-09-01	ДА	СЗФ	27 армия	33 сд
009	1941-09-01	ДА	СЗФ	27 армия	188 сд
009	1941-09-01	ДА	СЗФ	27 армия	84 сд
009	1941-09-01	ДА	СЗФ	27 армия	21 мк 
009	1941-09-01	ДА	СЗФ	27 армия	42 тд
009	1941-09-01	ДА	СЗФ	27 армия	46 тд
010	1941-09-01	ДА	СЗФ	Новгородская армейская опер. группа
010	1941-09-01	ДА	СЗФ	Новгородская армейская опер. группа	16 ск
010	1941-09-01	ДА	СЗФ	Новгородская армейская опер. группа	70 сд
010	1941-09-01	ДА	СЗФ	Новгородская армейская опер. группа	128 сд
010	1941-09-01	ДА	СЗФ	Новгородская армейская опер. группа	237 сд
010	1941-09-01	ДА	СЗФ	Новгородская армейская опер. группа	1 гсбр
010	1941-09-01	ДА	СЗФ	Новгородская армейская опер. группа	21 тд
011	1941-09-01	ДА	СЗФ	5 вдк
011	1941-09-01	ДА	СЗФ	9 вдбр
011	1941-09-01	ДА	СЗФ	10 вдбр
011	1941-09-01	ДА	СЗФ	201 вдбр
011	1941-09-01	ДА	СЗФ	41 кд 
011	1941-09-01	ДА	СЗФ	9 бригады ПТО
011	1941-09-01	ДА	СЗФ	10 бригады ПТО
011	1941-09-01	ДА	СЗФ	448 кап
011	1941-09-01	ДА	СЗФ	402 гап б/м
011	1941-09-01	ДА	СЗФ	11 озад
011	1941-09-01	ДА	СЗФ	19 озад
011	1941-09-01	ДА	СЗФ	10 бригада ПВО
011	1941-09-01	ДА	СЗФ	1 мк 
011	1941-09-01	ДА	СЗФ	3 тд
011	1941-09-01	ДА	СЗФ	12 мк 
011	1941-09-01	ДА	СЗФ	23 тд
011	1941-09-01	ДА	СЗФ	28 тд
011	1941-09-01	ДА	СЗФ	4 сад
011	1941-09-01	ДА	СЗФ	6 сад
011	1941-09-01	ДА	СЗФ	57 сад
012	1941-09-01	ДА	ЗФ
012	1941-09-01	ДА	ЗФ	16 армия
012	1941-09-01	ДА	ЗФ	16 армия	32 ск
012	1941-09-01	ДА	ЗФ	16 армия	46 сд
012	1941-09-01	ДА	ЗФ	16 армия	129 сд
012	1941-09-01	ДА	ЗФ	16 армия	152 сд
012	1941-09-01	ДА	ЗФ	16 армия	34 ск 
012	1941-09-01	ДА	ЗФ	16 армия	158 сд
012	1941-09-01	ДА	ЗФ	16 армия	49 кап
012	1941-09-01	ДА	ЗФ	16 армия	126 кап
012	1941-09-01	ДА	ЗФ	16 армия	471 кап
012	1941-09-01	ДА	ЗФ	16 армия	112 озад
013	1941-09-01	ДА	ЗФ	19 армия
013	1941-09-01	ДА	ЗФ	19 армия	2 ск
013	1941-09-01	ДА	ЗФ	19 армия	50 сд
013	1941-09-01	ДА	ЗФ	19 армия	161 сд
013	1941-09-01	ДА	ЗФ	19 армия	25 ск 
013	1941-09-01	ДА	ЗФ	19 армия	89 сд
013	1941-09-01	ДА	ЗФ	19 армия	91 сд
013	1941-09-01	ДА	ЗФ	19 армия	162 сд
013	1941-09-01	ДА	ЗФ	19 армия	151 кап
013	1941-09-01	ДА	ЗФ	19 армия	442 кап
013	1941-09-01	ДА	ЗФ	19 армия	318 озад
013	1941-09-01	ДА	ЗФ	19 армия	455 озад
014	1941-09-01	ДА	ЗФ	20 армия
014	1941-09-01	ДА	ЗФ	20 армия	69 ск
014	1941-09-01	ДА	ЗФ	20 армия	73 сд
014	1941-09-01	ДА	ЗФ	20 армия	144 сд
014	1941-09-01	ДА	ЗФ	20 армия	233 сд
014	1941-09-01	ДА	ЗФ	20 армия	153 сд
014	1941-09-01	ДА	ЗФ	20 армия	229 сд
014	1941-09-01	ДА	ЗФ	20 армия	467 кап
014	1941-09-01	ДА	ЗФ	20 армия	592 пап
014	1941-09-01	ДА	ЗФ	20 армия	123 озад
014	1941-09-01	ДА	ЗФ	20 армия	185 озад
014	1941-09-01	ДА	ЗФ	20 армия	5 мк 
014	1941-09-01	ДА	ЗФ	20 армия	13 тд
014	1941-09-01	ДА	ЗФ	20 армия	17 тд
014	1941-09-01	ДА	ЗФ	20 армия	23 сад
015	1941-09-01	ДА	ЗФ	22 армия
015	1941-09-01	ДА	ЗФ	22 армия	29 ск
015	1941-09-01	ДА	ЗФ	22 армия	126 сд
015	1941-09-01	ДА	ЗФ	22 армия	179 сд
015	1941-09-01	ДА	ЗФ	22 армия	214 сд
015	1941-09-01	ДА	ЗФ	22 армия	51 ск 
015	1941-09-01	ДА	ЗФ	22 армия	98 сд
015	1941-09-01	ДА	ЗФ	22 армия	112 сд
015	1941-09-01	ДА	ЗФ	22 армия	170 сд
015	1941-09-01	ДА	ЗФ	22 армия	62 ск 
015	1941-09-01	ДА	ЗФ	22 армия	174 сд
015	1941-09-01	ДА	ЗФ	22 армия	186 сд
015	1941-09-01	ДА	ЗФ	22 армия	256 сд
015	1941-09-01	ДА	ЗФ	22 армия	56 кап
015	1941-09-01	ДА	ЗФ	22 армия	615 кап
015	1941-09-01	ДА	ЗФ	22 армия	390 гап 
015	1941-09-01	ДА	ЗФ	22 армия	17 сд
015	1941-09-01	ДА	ЗФ	22 армия	11 оминб
015	1941-09-01	ДА	ЗФ	22 армия	183 озад
015	1941-09-01	ДА	ЗФ	22 армия	397 озад
015	1941-09-01	ДА	ЗФ	22 армия	48 тд
015	1941-09-01	ДА	ЗФ	22 армия	46 сад
016	1941-09-01	ДА	ЗФ	28 армия
016	1941-09-01	ДА	ЗФ	28 армия	145 сд
016	1941-09-01	ДА	ЗФ	28 армия	149 сд
016	1941-09-01	ДА	ЗФ	28 армия	364 кап
016	1941-09-01	ДА	ЗФ	28 армия	646 кап
016	1941-09-01	ДА	ЗФ	28 армия	18 ап ПТО
016	1941-09-01	ДА	ЗФ	28 армия	758 ап ПТО
016	1941-09-01	ДА	ЗФ	28 армия	71 озад
016	1941-09-01	ДА	ЗФ	28 армия	304 озад
016	1941-09-01	ДА	ЗФ	28 армия	104 тд
017	1941-09-01	ДА	ЗФ	29 армия
017	1941-09-01	ДА	ЗФ	29 армия	243 сд
017	1941-09-01	ДА	ЗФ	29 армия	252 сд
017	1941-09-01	ДА	ЗФ	29 армия	50 кд
017	1941-09-01	ДА	ЗФ	29 армия	53 кд
017	1941-09-01	ДА	ЗФ	29 армия	644 кап
018	1941-09-01	ДА	ЗФ	30 армия
018	1941-09-01	ДА	ЗФ	30 армия	242 сд
018	1941-09-01	ДА	ЗФ	30 армия	250 сд
018	1941-09-01	ДА	ЗФ	30 армия	251 сд
018	1941-09-01	ДА	ЗФ	30 армия	542 кап
018	1941-09-01	ДА	ЗФ	30 армия	871 ап ПТО
019	1941-09-01	ДА	ЗФ	Группа войск ярцевского направления
019	1941-09-01	ДА	ЗФ	Группа войск ярцевского направления	44 ск
019	1941-09-01	ДА	ЗФ	Группа войск ярцевского направления	38 сд
019	1941-09-01	ДА	ЗФ	Группа войск ярцевского направления	64 сд
019	1941-09-01	ДА	ЗФ	Группа войск ярцевского направления	108 сд
019	1941-09-01	ДА	ЗФ	Группа войск ярцевского направления	14 тд
019	1941-09-01	ДА	ЗФ	Группа войск ярцевского направления	18 тд
019	1941-09-01	ДА	ЗФ	Группа войск ярцевского направления	101 тд
019	1941-09-01	ДА	ЗФ	Группа войск ярцевского направления	107 тд
020	1941-09-01	ДА	ЗФ	68 УР
020	1941-09-01	ДА	ЗФ	311 пап РГК
020	1941-09-01	ДА	ЗФ	138 гап б/м
020	1941-09-01	ДА	ЗФ	375 гап РГК
020	1941-09-01	ДА	ЗФ	399 гап РГК
020	1941-09-01	ДА	ЗФ	444 кап
020	1941-09-01	ДА	ЗФ	545 кап
020	1941-09-01	ДА	ЗФ	596 кап
020	1941-09-01	ДА	ЗФ	700 ап ПТО
020	1941-09-01	ДА	ЗФ	24 оминб
020	1941-09-01	ДА	ЗФ	164 озад
020	1941-09-01	ДА	ЗФ	7 бригада ПВО
020	1941-09-01	ДА	ЗФ	17 мк 
020	1941-09-01	ДА	ЗФ	27 тд
020	1941-09-01	ДА	ЗФ	36 тд
020	1941-09-01	ДА	ЗФ	114 отп
020	1941-09-01	ДА	ЗФ	43 иад
020	1941-09-01	ДА	ЗФ	47 сад
020	1941-09-01	ДА	ЗФ	3 бап
020	1941-09-01	ДА	ЗФ	410 бап
020	1941-09-01	ДА	ЗФ	314 рап
021	1941-09-01	ДА	РФ
021	1941-09-01	ДА	РФ	24 армия
021	1941-09-01	ДА	РФ	24 армия	23 ск
021	1941-09-01	ДА	РФ	24 армия	100 сд
021	1941-09-01	ДА	РФ	24 армия	107 сд
021	1941-09-01	ДА	РФ	24 армия	110 сд
021	1941-09-01	ДА	РФ	24 армия	120 сд
021	1941-09-01	ДА	РФ	24 армия	133 сд
021	1941-09-01	ДА	РФ	24 армия	178 сд
021	1941-09-01	ДА	РФ	24 армия	248 сд
021	1941-09-01	ДА	РФ	24 армия	6 сд НО
021	1941-09-01	ДА	РФ	24 армия	275 кап
021	1941-09-01	ДА	РФ	24 армия	396 кап
021	1941-09-01	ДА	РФ	24 армия	685 кап
021	1941-09-01	ДА	РФ	24 армия	573 пап РГК
021	1941-09-01	ДА	РФ	24 армия	879 ап ПТО
021	1941-09-01	ДА	РФ	24 армия	880 ап ПТО
021	1941-09-01	ДА	РФ	24 армия	102 тд
021	1941-09-01	ДА	РФ	24 армия	106 мд
022	1941-09-01	ДА	РФ	31 армия
022	1941-09-01	ДА	РФ	31 армия	119 сд
022	1941-09-01	ДА	РФ	31 армия	244 сд
022	1941-09-01	ДА	РФ	31 армия	246 сд
022	1941-09-01	ДА	РФ	31 армия	247 сд
022	1941-09-01	ДА	РФ	31 армия	249 сд
022	1941-09-01	ДА	РФ	31 армия	43 кап
022	1941-09-01	ДА	РФ	31 армия	110 тд
023	1941-09-01	ДА	РФ	32 армия
023	1941-09-01	ДА	РФ	32 армия	220 сд
023	1941-09-01	ДА	РФ	32 армия	7 сд НО
023	1941-09-01	ДА	РФ	32 армия	8 сд НО
023	1941-09-01	ДА	РФ	32 армия	13 сд НО
023	1941-09-01	ДА	РФ	32 армия	18 сд НО
023	1941-09-01	ДА	РФ	32 армия	873 ап ПТО
023	1941-09-01	ДА	РФ	32 армия	875 ап ПТО
024	1941-09-01	ДА	РФ	33 армия
024	1941-09-01	ДА	РФ	33 армия	1 сд НО
024	1941-09-01	ДА	РФ	33 армия	5 сд НО
024	1941-09-01	ДА	РФ	33 армия	9 сд НО
024	1941-09-01	ДА	РФ	33 армия	17 сд НО
024	1941-09-01	ДА	РФ	33 армия	21 сд НО
024	1941-09-01	ДА	РФ	33 армия	876 ап ПТО
024	1941-09-01	ДА	РФ	33 армия	878 ап ПТО
025	1941-09-01	ДА	РФ	34 армия
025	1941-09-01	ДА	РФ	34 армия	245 сд
025	1941-09-01	ДА	РФ	34 армия	259 сд
025	1941-09-01	ДА	РФ	34 армия	262 сд
025	1941-09-01	ДА	РФ	34 армия	257 сд
025	1941-09-01	ДА	РФ	34 армия	54 кд
025	1941-09-01	ДА	РФ	34 армия	171 ап ПТО
025	1941-09-01	ДА	РФ	34 армия	759 ап ПТО
025	1941-09-01	ДА	РФ	34 армия	16 отд. бронепоезда
025	1941-09-01	ДА	РФ	34 армия	59 отд. бронепоезда
026	1941-09-01	ДА	РФ	43 армия
026	1941-09-01	ДА	РФ	43 армия	53 сд
026	1941-09-01	ДА	РФ	43 армия	217 сд
026	1941-09-01	ДА	РФ	43 армия	222 сд
026	1941-09-01	ДА	РФ	43 армия	207 кап
026	1941-09-01	ДА	РФ	43 армия	488 кап
026	1941-09-01	ДА	РФ	43 армия	643 кап
026	1941-09-01	ДА	РФ	43 армия	753 ап ПТО
026	1941-09-01	ДА	РФ	43 армия	761 ап ПТО
026	1941-09-01	ДА	РФ	43 армия	105 тд
027	1941-09-01	ДА	РФ	127 сд
027	1941-09-01	ДА	РФ	336 кап
027	1941-09-01	ДА	РФ	108 тд
027	1941-09-01	ДА	РФ	38 иад
027	1941-09-01	ДА	РФ	31 сад
027	1941-09-01	ДА	РФ	50 бап
028	1941-09-01	ДА	ЦФ
028	1941-09-01	ДА	ЦФ	3 армия
028	1941-09-01	ДА	ЦФ	3 армия	66 ск
028	1941-09-01	ДА	ЦФ	3 армия	75 сд
028	1941-09-01	ДА	ЦФ	3 армия	232 сд
028	1941-09-01	ДА	ЦФ	3 армия	65 УР
028	1941-09-01	ДА	ЦФ	3 армия	447 кап
028	1941-09-01	ДА	ЦФ	3 армия	18 тп
029	1941-09-01	ДА	ЦФ	13 армия
029	1941-09-01	ДА	ЦФ	13 армия	28 ск
029	1941-09-01	ДА	ЦФ	13 армия	55 сд
029	1941-09-01	ДА	ЦФ	13 армия	132 сд
029	1941-09-01	ДА	ЦФ	13 армия	45 ск 
029	1941-09-01	ДА	ЦФ	13 армия	6 сд
029	1941-09-01	ДА	ЦФ	13 армия	121 сд
029	1941-09-01	ДА	ЦФ	13 армия	137 сд
029	1941-09-01	ДА	ЦФ	13 армия	148 сд
029	1941-09-01	ДА	ЦФ	13 армия	4 вдк 
029	1941-09-01	ДА	ЦФ	13 армия	7 вдбр
029	1941-09-01	ДА	ЦФ	13 армия	8 вдбр
029	1941-09-01	ДА	ЦФ	13 армия	52 кд
029	1941-09-01	ДА	ЦФ	13 армия	420 кап
029	1941-09-01	ДА	ЦФ	13 армия	455 кап
029	1941-09-01	ДА	ЦФ	13 армия	462 кап
029	1941-09-01	ДА	ЦФ	13 армия	12 озад
030	1941-09-01	ДА	ЦФ	21 армия
030	1941-09-01	ДА	ЦФ	21 армия	21 ск
030	1941-09-01	ДА	ЦФ	21 армия	42 сд
030	1941-09-01	ДА	ЦФ	21 армия	117 сд
030	1941-09-01	ДА	ЦФ	21 армия	187 сд
030	1941-09-01	ДА	ЦФ	21 армия	63 ск 
030	1941-09-01	ДА	ЦФ	21 армия	61 сд
030	1941-09-01	ДА	ЦФ	21 армия	154 сд
030	1941-09-01	ДА	ЦФ	21 армия	167 сд
030	1941-09-01	ДА	ЦФ	21 армия	67 ск 
030	1941-09-01	ДА	ЦФ	21 армия	102 сд
030	1941-09-01	ДА	ЦФ	21 армия	151 сд
030	1941-09-01	ДА	ЦФ	21 армия	155 сд
030	1941-09-01	ДА	ЦФ	21 армия	435 кап
030	1941-09-01	ДА	ЦФ	21 армия	546 кап
030	1941-09-01	ДА	ЦФ	21 армия	637 кап
030	1941-09-01	ДА	ЦФ	21 армия	645 кап
030	1941-09-01	ДА	ЦФ	21 армия	649 кап
030	1941-09-01	ДА	ЦФ	21 армия	696 ап ПТО
030	1941-09-01	ДА	ЦФ	21 армия	318 гап
030	1941-09-01	ДА	ЦФ	21 армия	6 оминб
030	1941-09-01	ДА	ЦФ	21 армия	15 оминб
030	1941-09-01	ДА	ЦФ	21 армия	130 озад
030	1941-09-01	ДА	ЦФ	21 армия	158 озад
030	1941-09-01	ДА	ЦФ	21 армия	280 озад
030	1941-09-01	ДА	ЦФ	21 армия	311 озад
030	1941-09-01	ДА	ЦФ	21 армия	25 мк 
030	1941-09-01	ДА	ЦФ	21 армия	50 тд
030	1941-09-01	ДА	ЦФ	21 армия	55 тд
030	1941-09-01	ДА	ЦФ	21 армия	12 мцп
031	1941-09-01	ДА	ЦФ	143 сд
031	1941-09-01	ДА	ЦФ	160 сд
031	1941-09-01	ДА	ЦФ	32 кд
031	1941-09-01	ДА	ЦФ	43 кд
031	1941-09-01	ДА	ЦФ	47 кд
031	1941-09-01	ДА	ЦФ	109 тд
032	1941-09-01	ДА	ЮЗФ
032	1941-09-01	ДА	ЮЗФ	5 армия
032	1941-09-01	ДА	ЮЗФ	5 армия	15 ск
032	1941-09-01	ДА	ЮЗФ	5 армия	45 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	62 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	135 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	31 ск 
032	1941-09-01	ДА	ЮЗФ	5 армия	193 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	195 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	200 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	124 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	131 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	228 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	1 вдбр
032	1941-09-01	ДА	ЮЗФ	5 армия	5 УР
032	1941-09-01	ДА	ЮЗФ	5 армия	1 арт. бригады ПТО
032	1941-09-01	ДА	ЮЗФ	5 армия	5 арт. бригады ПТО
032	1941-09-01	ДА	ЮЗФ	5 армия	368 кап
032	1941-09-01	ДА	ЮЗФ	5 армия	458 кап
032	1941-09-01	ДА	ЮЗФ	5 армия	460 кап
032	1941-09-01	ДА	ЮЗФ	5 армия	543 кап
032	1941-09-01	ДА	ЮЗФ	5 армия	589 гап РГК
032	1941-09-01	ДА	ЮЗФ	5 армия	87 сд
032	1941-09-01	ДА	ЮЗФ	5 армия	23 озад
032	1941-09-01	ДА	ЮЗФ	5 армия	243 озад
032	1941-09-01	ДА	ЮЗФ	5 армия	374 озад
032	1941-09-01	ДА	ЮЗФ	5 армия	9 мк 
032	1941-09-01	ДА	ЮЗФ	5 армия	20 тд
032	1941-09-01	ДА	ЮЗФ	5 армия	35 тд
032	1941-09-01	ДА	ЮЗФ	5 армия	19 мк 
032	1941-09-01	ДА	ЮЗФ	5 армия	40 тд
032	1941-09-01	ДА	ЮЗФ	5 армия	43 тд
032	1941-09-01	ДА	ЮЗФ	5 армия	22 мк 
032	1941-09-01	ДА	ЮЗФ	5 армия	19 тд
032	1941-09-01	ДА	ЮЗФ	5 армия	41 тд
033	1941-09-01	ДА	ЮЗФ	26 армия
033	1941-09-01	ДА	ЮЗФ	26 армия	6 ск
033	1941-09-01	ДА	ЮЗФ	26 армия	41 сд
033	1941-09-01	ДА	ЮЗФ	26 армия	97 сд
033	1941-09-01	ДА	ЮЗФ	26 армия	159 сд
033	1941-09-01	ДА	ЮЗФ	26 армия	116 сд
033	1941-09-01	ДА	ЮЗФ	26 армия	146 сд
033	1941-09-01	ДА	ЮЗФ	26 армия	196 сд
033	1941-09-01	ДА	ЮЗФ	26 армия	199 сд
033	1941-09-01	ДА	ЮЗФ	26 армия	212 сд
033	1941-09-01	ДА	ЮЗФ	26 армия	227 сд
033	1941-09-01	ДА	ЮЗФ	26 армия	3 кд
033	1941-09-01	ДА	ЮЗФ	26 армия	14 кд
033	1941-09-01	ДА	ЮЗФ	26 армия	4 вдбр
033	1941-09-01	ДА	ЮЗФ	26 армия	1516 чел.
033	1941-09-01	ДА	ЮЗФ	26 армия	209 кап
033	1941-09-01	ДА	ЮЗФ	26 армия	229 кап
033	1941-09-01	ДА	ЮЗФ	26 армия	5 отб
033	1941-09-01	ДА	ЮЗФ	26 армия	56 отд. бронепоезда
033	1941-09-01	ДА	ЮЗФ	26 армия	57 отд. бронепоезда
034	1941-09-01	ДА	ЮЗФ	7 ск
034	1941-09-01	ДА	ЮЗФ	264 сд
034	1941-09-01	ДА	ЮЗФ	289 сд
034	1941-09-01	ДА	ЮЗФ	301 сд
034	1941-09-01	ДА	ЮЗФ	27 ск 
034	1941-09-01	ДА	ЮЗФ	28 гсд
034	1941-09-01	ДА	ЮЗФ	171 сд
034	1941-09-01	ДА	ЮЗФ	81 сд
034	1941-09-01	ДА	ЮЗФ	147 сд
034	1941-09-01	ДА	ЮЗФ	165 сд
034	1941-09-01	ДА	ЮЗФ	175 сд
034	1941-09-01	ДА	ЮЗФ	206 сд
034	1941-09-01	ДА	ЮЗФ	304 сд
034	1941-09-01	ДА	ЮЗФ	2 вдбр
034	1941-09-01	ДА	ЮЗФ	3 вдбр
034	1941-09-01	ДА	ЮЗФ	3 вдк 
034	1941-09-01	ДА	ЮЗФ	5 вдбр
034	1941-09-01	ДА	ЮЗФ	6 вдбр
034	1941-09-01	ДА	ЮЗФ	64 ск
034	1941-09-01	ДА	ЮЗФ	211 вдбр
034	1941-09-01	ДА	ЮЗФ	212 вдбр
034	1941-09-01	ДА	ЮЗФ	3 УР
034	1941-09-01	ДА	ЮЗФ	4 УР
034	1941-09-01	ДА	ЮЗФ	6 УР
034	1941-09-01	ДА	ЮЗФ	13 УР
034	1941-09-01	ДА	ЮЗФ	15 УР
034	1941-09-01	ДА	ЮЗФ	17 УР
034	1941-09-01	ДА	ЮЗФ	21 кап
034	1941-09-01	ДА	ЮЗФ	205 кап
034	1941-09-01	ДА	ЮЗФ	233 кап
034	1941-09-01	ДА	ЮЗФ	377 кап
034	1941-09-01	ДА	ЮЗФ	168 гап б/м РГК
034	1941-09-01	ДА	ЮЗФ	324 гап б/м РГК
034	1941-09-01	ДА	ЮЗФ	330 гап б/м РГК
034	1941-09-01	ДА	ЮЗФ	526 гап б/м РГК
034	1941-09-01	ДА	ЮЗФ	555 гап РГК
034	1941-09-01	ДА	ЮЗФ	79 ап ПТО
034	1941-09-01	ДА	ЮЗФ	186 ап ПТО
034	1941-09-01	ДА	ЮЗФ	738 ап ПТО
034	1941-09-01	ДА	ЮЗФ	754 ап ПТО
034	1941-09-01	ДА	ЮЗФ	756 ап ПТО
034	1941-09-01	ДА	ЮЗФ	760 ап ПТО
034	1941-09-01	ДА	ЮЗФ	315 оад о/м РГК
034	1941-09-01	ДА	ЮЗФ	316 оад о/м РГК
034	1941-09-01	ДА	ЮЗФ	3 дивизия
034	1941-09-01	ДА	ЮЗФ	4 дивизия
034	1941-09-01	ДА	ЮЗФ	75 озад
034	1941-09-01	ДА	ЮЗФ	386 озад
034	1941-09-01	ДА	ЮЗФ	4 мк 
034	1941-09-01	ДА	ЮЗФ	8 тд
034	1941-09-01	ДА	ЮЗФ	32 тд
034	1941-09-01	ДА	ЮЗФ	8 мк 
034	1941-09-01	ДА	ЮЗФ	12 тд
034	1941-09-01	ДА	ЮЗФ	34 тд
034	1941-09-01	ДА	ЮЗФ	15 мк 
