001	1944-08-01	ДА
001	1944-08-01	ДА	КарФ
001	1944-08-01	ДА	КарФ	7 армия
008	1944-08-01	ДА	ЛФ	2 ударная армия	632 зенап
008	1944-08-01	ДА	ЛФ	2 ударная армия	116 озадн
008	1944-08-01	ДА	ЛФ	2 ударная армия	432 озадн
008	1944-08-01	ДА	ЛФ	2 ударная армия	31 гв.
008	1944-08-01	ДА	ЛФ	2 ударная армия	45 отп
008	1944-08-01	ДА	ЛФ	2 ударная армия	82 отп
008	1944-08-01	ДА	ЛФ	2 ударная армия	98 отп
008	1944-08-01	ДА	ЛФ	2 ударная армия	185 отп
008	1944-08-01	ДА	ЛФ	2 ударная армия	1811 сап
008	1944-08-01	ДА	ЛФ	2 ударная армия	71 одн брп
008	1944-08-01	ДА	ЛФ	2 ударная армия	72 одн брп
008	1944-08-01	ДА	ЛФ	2 ударная армия	21 исбр
008	1944-08-01	ДА	ЛФ	2 ударная армия	29 ооб
009	1944-08-01	ДА	ЛФ	8 армия
009	1944-08-01	ДА	ЛФ	8 армия	112 ск
009	1944-08-01	ДА	ЛФ	8 армия	2 сд
009	1944-08-01	ДА	ЛФ	8 армия	11 сд
009	1944-08-01	ДА	ЛФ	8 армия	191 сд
009	1944-08-01	ДА	ЛФ	8 армия	117 ск 
009	1944-08-01	ДА	ЛФ	8 армия	120 сд
009	1944-08-01	ДА	ЛФ	8 армия	201 сд
009	1944-08-01	ДА	ЛФ	8 армия	79 УР
009	1944-08-01	ДА	ЛФ	8 армия	81 пабр
009	1944-08-01	ДА	ЛФ	8 армия	367 пап
009	1944-08-01	ДА	ЛФ	8 армия	884 иптап
009	1944-08-01	ДА	ЛФ	8 армия	144 минп
009	1944-08-01	ДА	ЛФ	8 армия	174 минп
009	1944-08-01	ДА	ЛФ	8 армия	192 минп
009	1944-08-01	ДА	ЛФ	8 армия	505 минп
009	1944-08-01	ДА	ЛФ	8 армия	1468 зенап
009	1944-08-01	ДА	ЛФ	8 армия	92 озадн
009	1944-08-01	ДА	ЛФ	8 армия	108 озадн
009	1944-08-01	ДА	ЛФ	8 армия	806 сап
009	1944-08-01	ДА	ЛФ	8 армия	1198 сап
009	1944-08-01	ДА	ЛФ	8 армия	1 исбр
010	1944-08-01	ДА	ЛФ	21 армия
010	1944-08-01	ДА	ЛФ	21 армия	94 ск
010	1944-08-01	ДА	ЛФ	21 армия	135 сд
010	1944-08-01	ДА	ЛФ	21 армия	221 сд
010	1944-08-01	ДА	ЛФ	21 армия	286 сд
010	1944-08-01	ДА	ЛФ	21 армия	97 ск 
010	1944-08-01	ДА	ЛФ	21 армия	314 сд
010	1944-08-01	ДА	ЛФ	21 армия	358 сд
010	1944-08-01	ДА	ЛФ	21 армия	372 сд
010	1944-08-01	ДА	ЛФ	21 армия	98 ск 
010	1944-08-01	ДА	ЛФ	21 армия	177 сд
010	1944-08-01	ДА	ЛФ	21 армия	281 сд
010	1944-08-01	ДА	ЛФ	21 армия	381 сд
010	1944-08-01	ДА	ЛФ	21 армия	108 ск 
010	1944-08-01	ДА	ЛФ	21 армия	46 сд
010	1944-08-01	ДА	ЛФ	21 армия	90 сд
010	1944-08-01	ДА	ЛФ	21 армия	178 сд
010	1944-08-01	ДА	ЛФ	21 армия	4 опаб
010	1944-08-01	ДА	ЛФ	21 армия	113 опаб
010	1944-08-01	ДА	ЛФ	21 армия	3 акп
010	1944-08-01	ДА	ЛФ	21 армия	71 лабр
010	1944-08-01	ДА	ЛФ	21 армия	67 габр
010	1944-08-01	ДА	ЛФ	21 армия	18 гв. габр БМ
010	1944-08-01	ДА	ЛФ	21 армия	15 адп 
010	1944-08-01	ДА	ЛФ	21 армия	35 габр
010	1944-08-01	ДА	ЛФ	21 армия	106 габр БМ
010	1944-08-01	ДА	ЛФ	21 армия	51 пабр
010	1944-08-01	ДА	ЛФ	21 армия	127 пабр
010	1944-08-01	ДА	ЛФ	21 армия	8 гв.
010	1944-08-01	ДА	ЛФ	21 армия	94 иптап
010	1944-08-01	ДА	ЛФ	21 армия	641 иптап
010	1944-08-01	ДА	ЛФ	21 армия	34 оадн ОМ
010	1944-08-01	ДА	ЛФ	21 армия	40 оадн ОМ
010	1944-08-01	ДА	ЛФ	21 армия	276 минп
010	1944-08-01	ДА	ЛФ	21 армия	534 минп
010	1944-08-01	ДА	ЛФ	21 армия	19 гв. мбр
010	1944-08-01	ДА	ЛФ	21 армия	318 гв. мп
010	1944-08-01	ДА	ЛФ	21 армия	1377 зенап
010	1944-08-01	ДА	ЛФ	21 армия	1387 зенап
010	1944-08-01	ДА	ЛФ	21 армия	1393 зенап
010	1944-08-01	ДА	ЛФ	21 армия	1413 зенап
010	1944-08-01	ДА	ЛФ	21 армия	177 озадн
010	1944-08-01	ДА	ЛФ	21 армия	27 гв.
010	1944-08-01	ДА	ЛФ	21 армия	260 гв.
010	1944-08-01	ДА	ЛФ	21 армия	351 гв. тсап
010	1944-08-01	ДА	ЛФ	21 армия	49 оабрб
010	1944-08-01	ДА	ЛФ	21 армия	23 одн брп
010	1944-08-01	ДА	ЛФ	21 армия	52 исбр
011	1944-08-01	ДА	ЛФ	23 армия
011	1944-08-01	ДА	ЛФ	23 армия	6 ск
011	1944-08-01	ДА	ЛФ	23 армия	13 сд
011	1944-08-01	ДА	ЛФ	23 армия	327 сд
011	1944-08-01	ДА	ЛФ	23 армия	382 сд
011	1944-08-01	ДА	ЛФ	23 армия	115 ск 
011	1944-08-01	ДА	ЛФ	23 армия	10 сд
011	1944-08-01	ДА	ЛФ	23 армия	92 сд
011	1944-08-01	ДА	ЛФ	23 армия	142 сд
011	1944-08-01	ДА	ЛФ	23 армия	47 гв. пабр
011	1944-08-01	ДА	ЛФ	23 армия	151 пап
011	1944-08-01	ДА	ЛФ	23 армия	336 пап
011	1944-08-01	ДА	ЛФ	23 армия	883 иптап
011	1944-08-01	ДА	ЛФ	23 армия	1072 иптап
011	1944-08-01	ДА	ЛФ	23 армия	456 минп
011	1944-08-01	ДА	ЛФ	23 армия	506 минп
011	1944-08-01	ДА	ЛФ	23 армия	567 минп
011	1944-08-01	ДА	ЛФ	23 армия	70 гв. мп
011	1944-08-01	ДА	ЛФ	23 армия	71 озадн
011	1944-08-01	ДА	ЛФ	23 армия	168 озадн
011	1944-08-01	ДА	ЛФ	23 армия	618 озадн
011	1944-08-01	ДА	ЛФ	23 армия	222 отп
011	1944-08-01	ДА	ЛФ	23 армия	226 отп
011	1944-08-01	ДА	ЛФ	23 армия	952 сап
011	1944-08-01	ДА	ЛФ	23 армия	20 исбр
012	1944-08-01	ДА	ЛФ	59 армия
012	1944-08-01	ДА	ЛФ	59 армия	43 ск
012	1944-08-01	ДА	ЛФ	59 армия	80 сд
012	1944-08-01	ДА	ЛФ	59 армия	124 сд
012	1944-08-01	ДА	ЛФ	59 армия	224 сд
012	1944-08-01	ДА	ЛФ	59 армия	125 опаб
012	1944-08-01	ДА	ЛФ	59 армия	289 опаб
012	1944-08-01	ДА	ЛФ	59 армия	34 гв. пабр
012	1944-08-01	ДА	ЛФ	59 армия	46 иптабр
012	1944-08-01	ДА	ЛФ	59 армия	43 зенад 
012	1944-08-01	ДА	ЛФ	59 армия	464 зенап
012	1944-08-01	ДА	ЛФ	59 армия	635 зенап
012	1944-08-01	ДА	ЛФ	59 армия	1463 зенап
012	1944-08-01	ДА	ЛФ	59 армия	1464 зенап
012	1944-08-01	ДА	ЛФ	59 армия	22 исбр
013	1944-08-01	ДА	ЛФ	13 воздушная армия
013	1944-08-01	ДА	ЛФ	13 воздушная армия	113 бад
013	1944-08-01	ДА	ЛФ	13 воздушная армия	276 бад
013	1944-08-01	ДА	ЛФ	13 воздушная армия	281 шад
013	1944-08-01	ДА	ЛФ	13 воздушная армия	283 иап
013	1944-08-01	ДА	ЛФ	13 воздушная армия	203 крап
013	1944-08-01	ДА	ЛФ	13 воздушная армия	199 оапс
014	1944-08-01	ДА	ЛФ	30 гв. ск
014	1944-08-01	ДА	ЛФ	45 гв. сд
014	1944-08-01	ДА	ЛФ	63 гв. сд
014	1944-08-01	ДА	ЛФ	64 гв. сд
014	1944-08-01	ДА	ЛФ	8 ск 
014	1944-08-01	ДА	ЛФ	7 сд
014	1944-08-01	ДА	ЛФ	249 сд
014	1944-08-01	ДА	ЛФ	110 ск 
014	1944-08-01	ДА	ЛФ	168 сд
014	1944-08-01	ДА	ЛФ	265 сд
014	1944-08-01	ДА	ЛФ	268 сд
014	1944-08-01	ДА	ЛФ	123 сд
014	1944-08-01	ДА	ЛФ	132 опаб
014	1944-08-01	ДА	ЛФ	1 гв. мд 
014	1944-08-01	ДА	ЛФ	2 гв. мбр
014	1944-08-01	ДА	ЛФ	5 гв. мбр
014	1944-08-01	ДА	ЛФ	6 гв. мбр
014	1944-08-01	ДА	ЛФ	1157 кап
014	1944-08-01	ДА	ЛФ	329 оадн ОМ
014	1944-08-01	ДА	ЛФ	330 оадн ОМ
014	1944-08-01	ДА	ЛФ	8 овпдаан
014	1944-08-01	ДА	ЛФ	11 гв. озадн
014	1944-08-01	ДА	ЛФ	30 гв.
014	1944-08-01	ДА	ЛФ	152 тбр
014	1944-08-01	ДА	ЛФ	220 тбр
014	1944-08-01	ДА	ЛФ	46 гв.
014	1944-08-01	ДА	ЛФ	394 гв. тсап
014	1944-08-01	ДА	ЛФ	397 гв. тсап
014	1944-08-01	ДА	ЛФ	1294 сап
014	1944-08-01	ДА	ЛФ	1495 сап
014	1944-08-01	ДА	ЛФ	1 оабрб
014	1944-08-01	ДА	ЛФ	3 оабрб
014	1944-08-01	ДА	ЛФ	48 одн брп
014	1944-08-01	ДА	ЛФ	50 одн брп
014	1944-08-01	ДА	ЛФ	2 мибр
014	1944-08-01	ДА	ЛФ	5 тпмп
014	1944-08-01	ДА	ЛФ	67 оиб
014	1944-08-01	ДА	ЛФ	21 пмб
014	1944-08-01	ДА	ЛФ	36 пмб
014	1944-08-01	ДА	ЛФ	42 пмб
014	1944-08-01	ДА	ЛФ	62 пмб
014	1944-08-01	ДА	ЛФ	159 пмб
014	1944-08-01	ДА	ЛФ	9 ооб
015	1944-08-01	ДА	3 ПрибФ
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	12 гв. ск
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	52 гв.
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	282 сд
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	14 гв. ск 
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	23 гв. сд
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	118 ск 
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	33 сд
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	85 сд
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	146 сд
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	123 ск 
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	56 сд
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	285 сд
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	364 сд
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	377 сд
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	2 адп 
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	20 лабр
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	10 гв. габр
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	121 габр БМ
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	137 пабр
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	37 гв. кап
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	48 иптабр
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	30 минбр
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	618 минп
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	319 гв. мп
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	1465 зенап 
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	45 зенад
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	758 озадн
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	16 тбр
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	122 тбр
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	51 отп
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	258 отп
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	332 гв. тсап
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	29 одн брп
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	35 одн брп
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	9 шисбр
015	1944-08-01	ДА	3 ПрибФ	1 ударная армия	125 пмб
016	1944-08-01	ДА	3 ПрибФ	54 армия
016	1944-08-01	ДА	3 ПрибФ	54 армия	7 ск
016	1944-08-01	ДА	3 ПрибФ	54 армия	229 сд
016	1944-08-01	ДА	3 ПрибФ	54 армия	245 сд
016	1944-08-01	ДА	3 ПрибФ	54 армия	374 сд
016	1944-08-01	ДА	3 ПрибФ	54 армия	111 ск 
016	1944-08-01	ДА	3 ПрибФ	54 армия	225 сд
016	1944-08-01	ДА	3 ПрибФ	54 армия	288 сд
016	1944-08-01	ДА	3 ПрибФ	54 армия	321 сд
016	1944-08-01	ДА	3 ПрибФ	54 армия	5 кабр
016	1944-08-01	ДА	3 ПрибФ	54 армия	129 кпап
016	1944-08-01	ДА	3 ПрибФ	54 армия	648 иптап
016	1944-08-01	ДА	3 ПрибФ	54 армия	500 минп
016	1944-08-01	ДА	3 ПрибФ	54 армия	321 гв. мп
016	1944-08-01	ДА	3 ПрибФ	54 армия	737 зенап
016	1944-08-01	ДА	3 ПрибФ	54 армия	1466 зенап
016	1944-08-01	ДА	3 ПрибФ	54 армия	511 отп
016	1944-08-01	ДА	3 ПрибФ	54 армия	12 исбр
017	1944-08-01	ДА	3 ПрибФ	67 армия
017	1944-08-01	ДА	3 ПрибФ	67 армия	116 ск
017	1944-08-01	ДА	3 ПрибФ	67 армия	86 сд
017	1944-08-01	ДА	3 ПрибФ	67 армия	291 сд
017	1944-08-01	ДА	3 ПрибФ	67 армия	376 сд
017	1944-08-01	ДА	3 ПрибФ	67 армия	119 ск 
017	1944-08-01	ДА	3 ПрибФ	67 армия	44 сд
017	1944-08-01	ДА	3 ПрибФ	67 армия	128 сд
017	1944-08-01	ДА	3 ПрибФ	67 армия	326 сд
017	1944-08-01	ДА	3 ПрибФ	67 армия	14 УР
017	1944-08-01	ДА	3 ПрибФ	67 армия	40 опаб
017	1944-08-01	ДА	3 ПрибФ	67 армия	7 пабр
017	1944-08-01	ДА	3 ПрибФ	67 армия	141 пабр
017	1944-08-01	ДА	3 ПрибФ	67 армия	304 иптап
017	1944-08-01	ДА	3 ПрибФ	67 армия	690 иптап
017	1944-08-01	ДА	3 ПрибФ	67 армия	705 иптап
017	1944-08-01	ДА	3 ПрибФ	67 армия	41 зенад 
017	1944-08-01	ДА	3 ПрибФ	67 армия	244 зенап
017	1944-08-01	ДА	3 ПрибФ	67 армия	245 зенап
017	1944-08-01	ДА	3 ПрибФ	67 армия	463 зенап
017	1944-08-01	ДА	3 ПрибФ	67 армия	634 зенап
017	1944-08-01	ДА	3 ПрибФ	67 армия	72 озадн
017	1944-08-01	ДА	3 ПрибФ	67 армия	23 исбр
017	1944-08-01	ДА	3 ПрибФ	67 армия	8 ооб
018	1944-08-01	ДА	3 ПрибФ	14 воздушная армия
018	1944-08-01	ДА	3 ПрибФ	14 воздушная армия	1606 зенап
018	1944-08-01	ДА	3 ПрибФ	14 воздушная армия	1607 зенап
018	1944-08-01	ДА	3 ПрибФ	14 воздушная армия	280 сад
018	1944-08-01	ДА	3 ПрибФ	14 воздушная армия	269 иад
018	1944-08-01	ДА	3 ПрибФ	14 воздушная армия	330 иад
018	1944-08-01	ДА	3 ПрибФ	14 воздушная армия	151 крап
018	1944-08-01	ДА	3 ПрибФ	14 воздушная армия	844 трап
018	1944-08-01	ДА	3 ПрибФ	14 воздушная армия	3 ап ГВФ
019	1944-08-01	ДА	3 ПрибФ	53 гв.
019	1944-08-01	ДА	3 ПрибФ	509 иптап
019	1944-08-01	ДА	3 ПрибФ	320 гв. мп
019	1944-08-01	ДА	3 ПрибФ	455 озадн
019	1944-08-01	ДА	3 ПрибФ	461 озадн
019	1944-08-01	ДА	3 ПрибФ	613 озадн
019	1944-08-01	ДА	3 ПрибФ	1433 сап
019	1944-08-01	ДА	3 ПрибФ	22 озенбрп
019	1944-08-01	ДА	3 ПрибФ	123 озенбрп
019	1944-08-01	ДА	3 ПрибФ	24 исбр
019	1944-08-01	ДА	3 ПрибФ	25 пмб
019	1944-08-01	ДА	3 ПрибФ	38 пмб
020	1944-08-01	ДА	2 ПрибФ
020	1944-08-01	ДА	2 ПрибФ	3 ударная армия
020	1944-08-01	ДА	2 ПрибФ	3 ударная армия	79 ск
020	1944-08-01	ДА	2 ПрибФ	3 ударная армия	150 сд
020	1944-08-01	ДА	2 ПрибФ	3 ударная армия	171 сд
020	1944-08-01	ДА	2 ПрибФ	3 ударная армия	207 сд
020	1944-08-01	ДА	2 ПрибФ	3 ударная армия	93 ск 
