001	1941-06-22	Да
001	1941-06-22	Да	СФ
001	1941-06-22	Да	СФ	7 армия
004	1941-06-22	Да	СФ	351 зенап
004	1941-06-22	Да	СФ	1 мк 
004	1941-06-22	Да	СФ	3 тд
004	1941-06-22	Да	СФ	5 мцп
004	1941-06-22	Да	СФ	2 сад
004	1941-06-22	Да	СФ	3 иад ПВО
004	1941-06-22	Да	СФ	54 иад ПВО
004	1941-06-22	Да	СФ	103 каэ
004	1941-06-22	Да	СФ	12 ип
004	1941-06-22	Да	СФ	29 ип
005	1941-06-22	Да	СЗФ
005	1941-06-22	Да	СЗФ	8 армия
005	1941-06-22	Да	СЗФ	8 армия	10 ск
005	1941-06-22	Да	СЗФ	8 армия	10 сд
005	1941-06-22	Да	СЗФ	8 армия	48 сд
005	1941-06-22	Да	СЗФ	8 армия	90 сд
005	1941-06-22	Да	СЗФ	8 армия	11 ск 
005	1941-06-22	Да	СЗФ	8 армия	11 сд
005	1941-06-22	Да	СЗФ	8 армия	125 сд
005	1941-06-22	Да	СЗФ	8 армия	44 УР
005	1941-06-22	Да	СЗФ	8 армия	48 УР
005	1941-06-22	Да	СЗФ	8 армия	9 арт. бригада ПТО
005	1941-06-22	Да	СЗФ	8 армия	51 кап
005	1941-06-22	Да	СЗФ	8 армия	73 кап
005	1941-06-22	Да	СЗФ	8 армия	242 озад
005	1941-06-22	Да	СЗФ	8 армия	12 мк 
005	1941-06-22	Да	СЗФ	8 армия	23 тд
005	1941-06-22	Да	СЗФ	8 армия	28 тд
005	1941-06-22	Да	СЗФ	8 армия	10 мцп
005	1941-06-22	Да	СЗФ	8 армия	25 ип
006	1941-06-22	Да	СЗФ	11 армия
006	1941-06-22	Да	СЗФ	11 армия	16 ск
006	1941-06-22	Да	СЗФ	11 армия	5 сд
006	1941-06-22	Да	СЗФ	11 армия	33 сд
006	1941-06-22	Да	СЗФ	11 армия	188 сд
006	1941-06-22	Да	СЗФ	11 армия	29 ск 
006	1941-06-22	Да	СЗФ	11 армия	179 сд
006	1941-06-22	Да	СЗФ	11 армия	184 сд
006	1941-06-22	Да	СЗФ	11 армия	23 сд
006	1941-06-22	Да	СЗФ	11 армия	126 сд
006	1941-06-22	Да	СЗФ	11 армия	128 сд
006	1941-06-22	Да	СЗФ	11 армия	46 УР
006	1941-06-22	Да	СЗФ	11 армия	45 УР
006	1941-06-22	Да	СЗФ	11 армия	10 арт. бригада ПТО
006	1941-06-22	Да	СЗФ	11 армия	448 кап
006	1941-06-22	Да	СЗФ	11 армия	615 кап
006	1941-06-22	Да	СЗФ	11 армия	429 гап РГК
006	1941-06-22	Да	СЗФ	11 армия	247 озад
006	1941-06-22	Да	СЗФ	11 армия	3 мк 
006	1941-06-22	Да	СЗФ	11 армия	2 тд
006	1941-06-22	Да	СЗФ	11 армия	5 тд
006	1941-06-22	Да	СЗФ	11 армия	5 мцп
006	1941-06-22	Да	СЗФ	11 армия	38 оиб
007	1941-06-22	Да	СЗФ	27 армия
007	1941-06-22	Да	СЗФ	27 армия	22 ск
007	1941-06-22	Да	СЗФ	27 армия	180 сд
007	1941-06-22	Да	СЗФ	27 армия	182 сд
007	1941-06-22	Да	СЗФ	27 армия	24 ск 
007	1941-06-22	Да	СЗФ	27 армия	181 сд
007	1941-06-22	Да	СЗФ	27 армия	183 сд
007	1941-06-22	Да	СЗФ	27 армия	67 сд
007	1941-06-22	Да	СЗФ	27 армия	613 кап
007	1941-06-22	Да	СЗФ	27 армия	614 кап
007	1941-06-22	Да	СЗФ	27 армия	111 озад
008	1941-06-22	Да	СЗФ	5 вдк
008	1941-06-22	Да	СЗФ	9 вдбр
008	1941-06-22	Да	СЗФ	10 вдбр
008	1941-06-22	Да	СЗФ	201 вдбр
008	1941-06-22	Да	СЗФ	402 гап б/м РГК
008	1941-06-22	Да	СЗФ	10 бригада ПВО
008	1941-06-22	Да	СЗФ	12 бригада ПВО
008	1941-06-22	Да	СЗФ	14 бригада ПВО
008	1941-06-22	Да	СЗФ	57 иад
008	1941-06-22	Да	СЗФ	6 сад
008	1941-06-22	Да	СЗФ	7 сад
008	1941-06-22	Да	СЗФ	8 сад
008	1941-06-22	Да	СЗФ	312 рап
008	1941-06-22	Да	СЗФ	4 пмп
008	1941-06-22	Да	СЗФ	30 пмп
009	1941-06-22	Да	ЗФ
009	1941-06-22	Да	ЗФ	3 армия
009	1941-06-22	Да	ЗФ	3 армия	4 ск
009	1941-06-22	Да	ЗФ	3 армия	27 сд
009	1941-06-22	Да	ЗФ	3 армия	56 сд
009	1941-06-22	Да	ЗФ	3 армия	85 сд
009	1941-06-22	Да	ЗФ	3 армия	68 УР
009	1941-06-22	Да	ЗФ	3 армия	7 арт. бригада ПТО
009	1941-06-22	Да	ЗФ	3 армия	444 кап
009	1941-06-22	Да	ЗФ	3 армия	11 мк 
009	1941-06-22	Да	ЗФ	3 армия	29 тд
009	1941-06-22	Да	ЗФ	3 армия	33 тд
009	1941-06-22	Да	ЗФ	3 армия	16 мцп
010	1941-06-22	Да	ЗФ	4 армия
010	1941-06-22	Да	ЗФ	4 армия	28 ск
010	1941-06-22	Да	ЗФ	4 армия	6 сд
010	1941-06-22	Да	ЗФ	4 армия	49 сд
010	1941-06-22	Да	ЗФ	4 армия	42 сд
010	1941-06-22	Да	ЗФ	4 армия	75 сд
010	1941-06-22	Да	ЗФ	4 армия	62 УР
010	1941-06-22	Да	ЗФ	4 армия	447 кап
010	1941-06-22	Да	ЗФ	4 армия	455 кап
010	1941-06-22	Да	ЗФ	4 армия	462 кап
010	1941-06-22	Да	ЗФ	4 армия	12 озад
010	1941-06-22	Да	ЗФ	4 армия	14 мк 
010	1941-06-22	Да	ЗФ	4 армия	22 тд
010	1941-06-22	Да	ЗФ	4 армия	30 тд
010	1941-06-22	Да	ЗФ	4 армия	20 мцп
011	1941-06-22	Да	ЗФ	10 армия
011	1941-06-22	Да	ЗФ	10 армия	1 ск
011	1941-06-22	Да	ЗФ	10 армия	2 сд
011	1941-06-22	Да	ЗФ	10 армия	8 сд
011	1941-06-22	Да	ЗФ	10 армия	5 ск 
011	1941-06-22	Да	ЗФ	10 армия	13 сд
011	1941-06-22	Да	ЗФ	10 армия	86 сд
011	1941-06-22	Да	ЗФ	10 армия	113 сд
011	1941-06-22	Да	ЗФ	10 армия	6 кк 
011	1941-06-22	Да	ЗФ	10 армия	6 кд
011	1941-06-22	Да	ЗФ	10 армия	36 кд
011	1941-06-22	Да	ЗФ	10 армия	155 сд
011	1941-06-22	Да	ЗФ	10 армия	6 арт. бригада ПТО
011	1941-06-22	Да	ЗФ	10 армия	156 кап
011	1941-06-22	Да	ЗФ	10 армия	262 кап
011	1941-06-22	Да	ЗФ	10 армия	315 кап
011	1941-06-22	Да	ЗФ	10 армия	124 гап РГК
011	1941-06-22	Да	ЗФ	10 армия	375 гап РГК
011	1941-06-22	Да	ЗФ	10 армия	71 озад
011	1941-06-22	Да	ЗФ	10 армия	6 мк 
011	1941-06-22	Да	ЗФ	10 армия	4 тд
011	1941-06-22	Да	ЗФ	10 армия	7 тд
011	1941-06-22	Да	ЗФ	10 армия	4 мцп
011	1941-06-22	Да	ЗФ	10 армия	13 мк 
011	1941-06-22	Да	ЗФ	10 армия	25 тд
011	1941-06-22	Да	ЗФ	10 армия	31 тд
011	1941-06-22	Да	ЗФ	10 армия	18 мцп
012	1941-06-22	Да	ЗФ	13 армия
012	1941-06-22	Да	ЗФ	13 армия	2 ск
012	1941-06-22	Да	ЗФ	13 армия	100 сд
012	1941-06-22	Да	ЗФ	13 армия	161 сд
012	1941-06-22	Да	ЗФ	13 армия	21 ск 
012	1941-06-22	Да	ЗФ	13 армия	17 сд
012	1941-06-22	Да	ЗФ	13 армия	24 сд
012	1941-06-22	Да	ЗФ	13 армия	37 сд
012	1941-06-22	Да	ЗФ	13 армия	44 ск 
012	1941-06-22	Да	ЗФ	13 армия	64 сд
012	1941-06-22	Да	ЗФ	13 армия	108 сд
012	1941-06-22	Да	ЗФ	13 армия	47 ск 
012	1941-06-22	Да	ЗФ	13 армия	55 сд
012	1941-06-22	Да	ЗФ	13 армия	121 сд
012	1941-06-22	Да	ЗФ	13 армия	143 сд
012	1941-06-22	Да	ЗФ	13 армия	50 сд
012	1941-06-22	Да	ЗФ	13 армия	7 вдбр
012	1941-06-22	Да	ЗФ	13 армия	8 вдбр
012	1941-06-22	Да	ЗФ	13 армия	214 вдбр
012	1941-06-22	Да	ЗФ	13 армия	58 УР
012	1941-06-22	Да	ЗФ	13 армия	61 УР
012	1941-06-22	Да	ЗФ	13 армия	63 УР
012	1941-06-22	Да	ЗФ	13 армия	64 УР
012	1941-06-22	Да	ЗФ	13 армия	65 УР
012	1941-06-22	Да	ЗФ	13 армия	8 арт. бригада ПТО
012	1941-06-22	Да	ЗФ	13 армия	611 пап
012	1941-06-22	Да	ЗФ	13 армия	5 гап б/м РГК
012	1941-06-22	Да	ЗФ	13 армия	318 гап б/м РГК
012	1941-06-22	Да	ЗФ	13 армия	612 гап б/м РГК
012	1941-06-22	Да	ЗФ	13 армия	49 кап
012	1941-06-22	Да	ЗФ	13 армия	56 кап
012	1941-06-22	Да	ЗФ	13 армия	151 кап
012	1941-06-22	Да	ЗФ	13 армия	467 кап
012	1941-06-22	Да	ЗФ	13 армия	587 кап
012	1941-06-22	Да	ЗФ	13 армия	24 оминб
012	1941-06-22	Да	ЗФ	13 армия	4 бригада ПВО
012	1941-06-22	Да	ЗФ	13 армия	7 бригада ПВО
012	1941-06-22	Да	ЗФ	13 армия	17 мк 
012	1941-06-22	Да	ЗФ	13 армия	27 тд
012	1941-06-22	Да	ЗФ	13 армия	36 тд
012	1941-06-22	Да	ЗФ	13 армия	22 мцп
012	1941-06-22	Да	ЗФ	13 армия	20 мк 
012	1941-06-22	Да	ЗФ	13 армия	26 тд
012	1941-06-22	Да	ЗФ	13 армия	38 тд
012	1941-06-22	Да	ЗФ	13 армия	24 мцп
012	1941-06-22	Да	ЗФ	13 армия	43 иад
012	1941-06-22	Да	ЗФ	13 армия	13 бад
012	1941-06-22	Да	ЗФ	13 армия	10 сад
012	1941-06-22	Да	ЗФ	13 армия	11 сад
012	1941-06-22	Да	ЗФ	13 армия	313 рап
012	1941-06-22	Да	ЗФ	13 армия	314 рап
012	1941-06-22	Да	ЗФ	13 армия	60 иад
012	1941-06-22	Да	ЗФ	13 армия	10 ип
012	1941-06-22	Да	ЗФ	13 армия	23 ип
012	1941-06-22	Да	ЗФ	13 армия	33 ип
012	1941-06-22	Да	ЗФ	13 армия	35 пмп
013	1941-06-22	Да	ЮЗФ
013	1941-06-22	Да	ЮЗФ	5 армия
013	1941-06-22	Да	ЮЗФ	5 армия	15 ск
013	1941-06-22	Да	ЮЗФ	5 армия	45 сд
013	1941-06-22	Да	ЮЗФ	5 армия	62 сд
013	1941-06-22	Да	ЮЗФ	5 армия	27 ск 
013	1941-06-22	Да	ЮЗФ	5 армия	87 сд
013	1941-06-22	Да	ЮЗФ	5 армия	124 сд
013	1941-06-22	Да	ЮЗФ	5 армия	135 сд
013	1941-06-22	Да	ЮЗФ	5 армия	2 УР
013	1941-06-22	Да	ЮЗФ	5 армия	1 арт. бригада ПТО
013	1941-06-22	Да	ЮЗФ	5 армия	231 кап
013	1941-06-22	Да	ЮЗФ	5 армия	264 кап
013	1941-06-22	Да	ЮЗФ	5 армия	460 кап
013	1941-06-22	Да	ЮЗФ	5 армия	243 озад
013	1941-06-22	Да	ЮЗФ	5 армия	9 мк 
013	1941-06-22	Да	ЮЗФ	5 армия	20 тд
013	1941-06-22	Да	ЮЗФ	5 армия	35 тд
013	1941-06-22	Да	ЮЗФ	5 армия	32 мцп
013	1941-06-22	Да	ЮЗФ	5 армия	22 мк 
013	1941-06-22	Да	ЮЗФ	5 армия	19 тд
013	1941-06-22	Да	ЮЗФ	5 армия	41 тд
013	1941-06-22	Да	ЮЗФ	5 армия	23 мцп
013	1941-06-22	Да	ЮЗФ	5 армия	5 пмп
014	1941-06-22	Да	ЮЗФ	6 армия
014	1941-06-22	Да	ЮЗФ	6 армия	6 ск
014	1941-06-22	Да	ЮЗФ	6 армия	41 сд
014	1941-06-22	Да	ЮЗФ	6 армия	97 сд
014	1941-06-22	Да	ЮЗФ	6 армия	159 сд
014	1941-06-22	Да	ЮЗФ	6 армия	37 ск 
014	1941-06-22	Да	ЮЗФ	6 армия	80 сд
014	1941-06-22	Да	ЮЗФ	6 армия	139 сд
014	1941-06-22	Да	ЮЗФ	6 армия	141 сд
014	1941-06-22	Да	ЮЗФ	6 армия	5 кк 
014	1941-06-22	Да	ЮЗФ	6 армия	3 кд
014	1941-06-22	Да	ЮЗФ	6 армия	14 кд
014	1941-06-22	Да	ЮЗФ	6 армия	4 УР
014	1941-06-22	Да	ЮЗФ	6 армия	6 УР
014	1941-06-22	Да	ЮЗФ	6 армия	3 арт. бригада ПТО
014	1941-06-22	Да	ЮЗФ	6 армия	229 кап
014	1941-06-22	Да	ЮЗФ	6 армия	441 кап
014	1941-06-22	Да	ЮЗФ	6 армия	445 кап
014	1941-06-22	Да	ЮЗФ	6 армия	17 озад
014	1941-06-22	Да	ЮЗФ	6 армия	307 озад
014	1941-06-22	Да	ЮЗФ	6 армия	4 мк 
014	1941-06-22	Да	ЮЗФ	6 армия	8 тд
014	1941-06-22	Да	ЮЗФ	6 армия	32 тд
014	1941-06-22	Да	ЮЗФ	6 армия	3 мцп
014	1941-06-22	Да	ЮЗФ	6 армия	15 мк 
014	1941-06-22	Да	ЮЗФ	6 армия	10 тд
014	1941-06-22	Да	ЮЗФ	6 армия	37 тд
014	1941-06-22	Да	ЮЗФ	6 армия	25 мцп
014	1941-06-22	Да	ЮЗФ	6 армия	9 ип
015	1941-06-22	Да	ЮЗФ	12 армия
015	1941-06-22	Да	ЮЗФ	12 армия	13 ск
015	1941-06-22	Да	ЮЗФ	12 армия	44 гсд
015	1941-06-22	Да	ЮЗФ	12 армия	58 гсд
015	1941-06-22	Да	ЮЗФ	12 армия	192 гсд
015	1941-06-22	Да	ЮЗФ	12 армия	17 ск 
015	1941-06-22	Да	ЮЗФ	12 армия	60 гсд
015	1941-06-22	Да	ЮЗФ	12 армия	96 гсд
015	1941-06-22	Да	ЮЗФ	12 армия	10 УР
015	1941-06-22	Да	ЮЗФ	12 армия	11 УР
015	1941-06-22	Да	ЮЗФ	12 армия	12 УР
015	1941-06-22	Да	ЮЗФ	12 армия	4 арт. бригада ПТО
015	1941-06-22	Да	ЮЗФ	12 армия	274 кап
015	1941-06-22	Да	ЮЗФ	12 армия	283 кап
015	1941-06-22	Да	ЮЗФ	12 армия	468 кап
015	1941-06-22	Да	ЮЗФ	12 армия	30 озад
015	1941-06-22	Да	ЮЗФ	12 армия	16 мк 
015	1941-06-22	Да	ЮЗФ	12 армия	15 тд
015	1941-06-22	Да	ЮЗФ	12 армия	39 тд
015	1941-06-22	Да	ЮЗФ	12 армия	19 мцп
015	1941-06-22	Да	ЮЗФ	12 армия	37 ип
016	1941-06-22	Да	ЮЗФ	26 армия
016	1941-06-22	Да	ЮЗФ	26 армия	8 ск
016	1941-06-22	Да	ЮЗФ	26 армия	99 сд
016	1941-06-22	Да	ЮЗФ	26 армия	173 сд
016	1941-06-22	Да	ЮЗФ	26 армия	8 УР
016	1941-06-22	Да	ЮЗФ	26 армия	2 арт. бригада ПТО
016	1941-06-22	Да	ЮЗФ	26 армия	236 кап
016	1941-06-22	Да	ЮЗФ	26 армия	8 мк 
016	1941-06-22	Да	ЮЗФ	26 армия	12 тд
016	1941-06-22	Да	ЮЗФ	26 армия	34 тд
016	1941-06-22	Да	ЮЗФ	26 армия	2 мцп
016	1941-06-22	Да	ЮЗФ	26 армия	17 пмп
017	1941-06-22	Да	ЮЗФ	31 ск
017	1941-06-22	Да	ЮЗФ	193 сд
017	1941-06-22	Да	ЮЗФ	195 сд
017	1941-06-22	Да	ЮЗФ	200 сд
017	1941-06-22	Да	ЮЗФ	36 ск 
017	1941-06-22	Да	ЮЗФ	140 сд
017	1941-06-22	Да	ЮЗФ	146 сд
017	1941-06-22	Да	ЮЗФ	228 сд
017	1941-06-22	Да	ЮЗФ	49 ск 
017	1941-06-22	Да	ЮЗФ	190 сд
017	1941-06-22	Да	ЮЗФ	197 сд
017	1941-06-22	Да	ЮЗФ	199 сд
017	1941-06-22	Да	ЮЗФ	55 ск 
017	1941-06-22	Да	ЮЗФ	130 сд
017	1941-06-22	Да	ЮЗФ	169 сд
017	1941-06-22	Да	ЮЗФ	189 сд
017	1941-06-22	Да	ЮЗФ	1 вдк 
017	1941-06-22	Да	ЮЗФ	1 вдбр
017	1941-06-22	Да	ЮЗФ	204 вдбр
017	1941-06-22	Да	ЮЗФ	211 вдбр
017	1941-06-22	Да	ЮЗФ	1  
017	1941-06-22	Да	ЮЗФ	3  
017	1941-06-22	Да	ЮЗФ	5  
017	1941-06-22	Да	ЮЗФ	13 17УР
017	1941-06-22	Да	ЮЗФ	15 17УР
017	1941-06-22	Да	ЮЗФ	5 арт. бригада ПТО
017	1941-06-22	Да	ЮЗФ	207 кап
017	1941-06-22	Да	ЮЗФ	368 кап
017	1941-06-22	Да	ЮЗФ	457 кап
017	1941-06-22	Да	ЮЗФ	458 кап
017	1941-06-22	Да	ЮЗФ	507 кап
017	1941-06-22	Да	ЮЗФ	543 кап
017	1941-06-22	Да	ЮЗФ	646 кап
017	1941-06-22	Да	ЮЗФ	355 пап РГК
017	1941-06-22	Да	ЮЗФ	168 гап б/м РГК
017	1941-06-22	Да	ЮЗФ	324 гап б/м РГК
017	1941-06-22	Да	ЮЗФ	330 гап б/м РГК
017	1941-06-22	Да	ЮЗФ	526 гап б/м РГК
017	1941-06-22	Да	ЮЗФ	376 гап РГК
017	1941-06-22	Да	ЮЗФ	529 гап РГК
017	1941-06-22	Да	ЮЗФ	538 гап РГК
017	1941-06-22	Да	ЮЗФ	589 гап РГК
017	1941-06-22	Да	ЮЗФ	245 оад о/м РГК
017	1941-06-22	Да	ЮЗФ	315 оад о/м РГК
017	1941-06-22	Да	ЮЗФ	316 оад о/м РГК
017	1941-06-22	Да	ЮЗФ	3 дивизия ПВО
017	1941-06-22	Да	ЮЗФ	4 дивизия ПВО
017	1941-06-22	Да	ЮЗФ	19 мк 
017	1941-06-22	Да	ЮЗФ	40 тд
017	1941-06-22	Да	ЮЗФ	43 тд
017	1941-06-22	Да	ЮЗФ	21 мцп
017	1941-06-22	Да	ЮЗФ	24 мк 
017	1941-06-22	Да	ЮЗФ	45 тд
017	1941-06-22	Да	ЮЗФ	49 тд
017	1941-06-22	Да	ЮЗФ	17 мцп
017	1941-06-22	Да	ЮЗФ	44 иад
017	1941-06-22	Да	ЮЗФ	64 иад
017	1941-06-22	Да	ЮЗФ	62 бад
017	1941-06-22	Да	ЮЗФ	15 сад
017	1941-06-22	Да	ЮЗФ	16 сад
017	1941-06-22	Да	ЮЗФ	17 сад
017	1941-06-22	Да	ЮЗФ	63 сад
017	1941-06-22	Да	ЮЗФ	315 рап
017	1941-06-22	Да	ЮЗФ	316 рап
017	1941-06-22	Да	ЮЗФ	45 ип
018	1941-06-22	Да	9 отдельная армия
018	1941-06-22	Да	9 отдельная армия	14 ск
018	1941-06-22	Да	9 отдельная армия	25 сд
018	1941-06-22	Да	9 отдельная армия	51 сд
018	1941-06-22	Да	9 отдельная армия	35 ск 
018	1941-06-22	Да	9 отдельная армия	95 сд
018	1941-06-22	Да	9 отдельная армия	176 сд
018	1941-06-22	Да	9 отдельная армия	48 ск 
018	1941-06-22	Да	9 отдельная армия	30 гсд
018	1941-06-22	Да	9 отдельная армия	150 сд
018	1941-06-22	Да	9 отдельная армия	5 кд
018	1941-06-22	Да	9 отдельная армия	9 кд
018	1941-06-22	Да	9 отдельная армия	80  
018	1941-06-22	Да	9 отдельная армия	81  
018	1941-06-22	Да	9 отдельная армия	82  
018	1941-06-22	Да	9 отдельная армия	84  
018	1941-06-22	Да	9 отдельная армия	86  
018	1941-06-22	Да	9 отдельная армия	320 пап РГК
018	1941-06-22	Да	9 отдельная армия	265 кап
018	1941-06-22	Да	9 отдельная армия	266 кап
018	1941-06-22	Да	9 отдельная армия	374 кап
018	1941-06-22	Да	9 отдельная армия	648 кап
018	1941-06-22	Да	9 отдельная армия	26 озад
018	1941-06-22	Да	9 отдельная армия	268 озад
018	1941-06-22	Да	9 отдельная армия	2 мк 
018	1941-06-22	Да	9 отдельная армия	11 тд
018	1941-06-22	Да	9 отдельная армия	16 тд
018	1941-06-22	Да	9 отдельная армия	6 мцп
018	1941-06-22	Да	9 отдельная армия	18 мк 
018	1941-06-22	Да	9 отдельная армия	44 тд
018	1941-06-22	Да	9 отдельная армия	47 тд
018	1941-06-22	Да	9 отдельная армия	26 мцп
018	1941-06-22	Да	9 отдельная армия	20 сад
018	1941-06-22	Да	9 отдельная армия	21 сад
018	1941-06-22	Да	9 отдельная армия	45 сад
018	1941-06-22	Да	9 отдельная армия	317 рап
018	1941-06-22	Да	9 отдельная армия	66 иад
018	1941-06-22	Да	9 отдельная армия	8 оиб
018	1941-06-22	Да	9 отдельная армия	16 оиб
019	1941-06-22	Да	ДБА
019	1941-06-22	Да	ДБА	1 бак
019	1941-06-22	Да	ДБА	40 бад
019	1941-06-22	Да	ДБА	51 бад
020	1941-06-22	Да	ДБА	2 бак
020	1941-06-22	Да	ДБА	35 бад
020	1941-06-22	Да	ДБА	48 бад
021	1941-06-22	Да	ДБА	3 бак
021	1941-06-22	Да	ДБА	42 бад
021	1941-06-22	Да	ДБА	52 бад
022	1941-06-22	Да	ДБА	4 бак
022	1941-06-22	Да	ДБА	22 бад
022	1941-06-22	Да	ДБА	50 бад
023	1941-06-22	Да	ДБА	56 иад
023	1941-06-22	Да	ДБА	61 иад
024	1941-06-22	РС ГК
024	1941-06-22	РС ГК	16 армия
024	1941-06-22	РС ГК	16 армия	32 ск
024	1941-06-22	РС ГК	16 армия	46 сд
024	1941-06-22	РС ГК	16 армия	152 сд
024	1941-06-22	РС ГК	16 армия	126 кап
024	1941-06-22	РС ГК	16 армия	5 мк 
024	1941-06-22	РС ГК	16 армия	13 тд
024	1941-06-22	РС ГК	16 армия	17 тд
024	1941-06-22	РС ГК	16 армия	8 мцп
025	1941-06-22	РС ГК	19 армия
025	1941-06-22	РС ГК	19 армия	25 ск
025	1941-06-22	РС ГК	19 армия	127 сд
025	1941-06-22	РС ГК	19 армия	134 сд
025	1941-06-22	РС ГК	19 армия	162 сд
025	1941-06-22	РС ГК	19 армия	34 ск 
025	1941-06-22	РС ГК	19 армия	129 сд
025	1941-06-22	РС ГК	19 армия	158 сд
025	1941-06-22	РС ГК	19 армия	171 сд
025	1941-06-22	РС ГК	19 армия	38 сд
025	1941-06-22	РС ГК	19 армия	442 кап
025	1941-06-22	РС ГК	19 армия	471 кап
025	1941-06-22	РС ГК	19 армия	26 мк 
025	1941-06-22	РС ГК	19 армия	52 тд
025	1941-06-22	РС ГК	19 армия	56 тд
025	1941-06-22	РС ГК	19 армия	27 мцп
025	1941-06-22	РС ГК	19 армия	111 миб
025	1941-06-22	РС ГК	19 армия	321 осб
026	1941-06-22	РС ГК	20 армия
026	1941-06-22	РС ГК	20 армия	61 ск
026	1941-06-22	РС ГК	20 армия	110 сд
026	1941-06-22	РС ГК	20 армия	144 сд
026	1941-06-22	РС ГК	20 армия	172 сд
026	1941-06-22	РС ГК	20 армия	69 ск 
026	1941-06-22	РС ГК	20 армия	73 сд
026	1941-06-22	РС ГК	20 армия	229 сд
026	1941-06-22	РС ГК	20 армия	233 сд
026	1941-06-22	РС ГК	20 армия	18 сд
026	1941-06-22	РС ГК	20 армия	301 гап
026	1941-06-22	РС ГК	20 армия	438 кап
026	1941-06-22	РС ГК	20 армия	7 мк 
026	1941-06-22	РС ГК	20 армия	14 тд
026	1941-06-22	РС ГК	20 армия	18 тд
026	1941-06-22	РС ГК	20 армия	9 мцп
026	1941-06-22	РС ГК	20 армия	60 пмб
027	1941-06-22	РС ГК	21 армия
027	1941-06-22	РС ГК	21 армия	63 ск
027	1941-06-22	РС ГК	21 армия	53 сд
027	1941-06-22	РС ГК	21 армия	148 сд
027	1941-06-22	РС ГК	21 армия	167 сд
027	1941-06-22	РС ГК	21 армия	66 ск 
027	1941-06-22	РС ГК	21 армия	61 сд
027	1941-06-22	РС ГК	21 армия	117 сд
027	1941-06-22	РС ГК	21 армия	154 сд
027	1941-06-22	РС ГК	21 армия	387 гап РГК
027	1941-06-22	РС ГК	21 армия	546 кап
027	1941-06-22	РС ГК	21 армия	25 мк 
027	1941-06-22	РС ГК	21 армия	50 тд
027	1941-06-22	РС ГК	21 армия	55 тд
027	1941-06-22	РС ГК	21 армия	12 мцп
028	1941-06-22	РС ГК	22 армия
028	1941-06-22	РС ГК	22 армия	51 ск
028	1941-06-22	РС ГК	22 армия	98 сд
028	1941-06-22	РС ГК	22 армия	112 сд
028	1941-06-22	РС ГК	22 армия	153 сд
028	1941-06-22	РС ГК	22 армия	62 ск 
028	1941-06-22	РС ГК	22 армия	170 сд
028	1941-06-22	РС ГК	22 армия	174 сд
028	1941-06-22	РС ГК	22 армия	186 сд
028	1941-06-22	РС ГК	22 армия	336 кап
028	1941-06-22	РС ГК	22 армия	545 кап
